County_Name,State_Abbr,Median_Income
Fayette County,PA,56093
Forest County,PA,50061
Franklin County,PA,74946
Fulton County,PA,64798
Greene County,PA,66870
Huntingdon County,PA,65429
Indiana County,PA,58739
Jefferson County,PA,56898
Juniata County,PA,63923
Lackawanna County,PA,64691
Lancaster County,PA,83703
Lawrence County,PA,60779
Lebanon County,PA,76350
Lehigh County,PA,77493
Luzerne County,PA,62321
Lycoming County,PA,64412
McKean County,PA,61705
Mercer County,PA,60614
Mifflin County,PA,61415
Monroe County,PA,82374
Montgomery County,PA,111521
Montour County,PA,72926
Northampton County,PA,86687
Northumberland County,PA,57948
Perry County,PA,78824
Philadelphia County,PA,60698
Pike County,PA,79318
Potter County,PA,59840
Schuylkill County,PA,66901
Snyder County,PA,68435
Somerset County,PA,59378
Sullivan County,PA,64758
Susquehanna County,PA,66930
Tioga County,PA,62932
Union County,PA,72894
Venango County,PA,61626
Warren County,PA,59013
Washington County,PA,77487
Wayne County,PA,62182
Westmoreland County,PA,72468
Wyoming County,PA,70268
York County,PA,82238
Bristol County,RI,110926
Kent County,RI,91278
Newport County,RI,100859
Providence County,RI,78204
Washington County,RI,102478
Abbeville County,SC,52112
Aiken County,SC,67940
Allendale County,SC,31603
Anderson County,SC,64683
Bamberg County,SC,43206
Barnwell County,SC,41800
Beaufort County,SC,84819
Berkeley County,SC,82327
Calhoun County,SC,56690
Charleston County,SC,84320
Cherokee County,SC,49047
Chester County,SC,51216
Chesterfield County,SC,47620
Clarendon County,SC,48887
Colleton County,SC,48779
Darlington County,SC,47419
Dillon County,SC,44038
Dorchester County,SC,76896
Edgefield County,SC,67092
Fairfield County,SC,46972
Florence County,SC,56650
Georgetown County,SC,66734
Greenville County,SC,74624
Greenwood County,SC,50635
Hampton County,SC,43059
Horry County,SC,64623
Jasper County,SC,63503
Kershaw County,SC,64343
Lancaster County,SC,74751
Laurens County,SC,55517
Lee County,SC,44145
Lexington County,SC,75014
McCormick County,SC,55344
Marion County,SC,34501
Marlboro County,SC,36293
Newberry County,SC,59670
Oconee County,SC,60193
Orangeburg County,SC,43214
Pickens County,SC,59411
Richland County,SC,61699
Saluda County,SC,52957
Spartanburg County,SC,64195
Sumter County,SC,55990
Union County,SC,41200
Williamsburg County,SC,43471
York County,SC,83060
Aurora County,SD,74130
Beadle County,SD,63082
Bennett County,SD,44569
Bon Homme County,SD,61275
Brookings County,SD,67341
Brown County,SD,70239
Brule County,SD,74043
Buffalo County,SD,47000
Butte County,SD,67692
Campbell County,SD,65000
Charles Mix County,SD,64850
Clark County,SD,62885
Clay County,SD,58794
Codington County,SD,65080
Corson County,SD,43750
Custer County,SD,81958
Davison County,SD,61401
Day County,SD,62270
Deuel County,SD,79556
Dewey County,SD,57928
Douglas County,SD,78125
Edmunds County,SD,77266
Fall River County,SD,61056
Faulk County,SD,58000
Grant County,SD,73818
Gregory County,SD,52432
Haakon County,SD,59231
Hamlin County,SD,83194
Hand County,SD,72054
Hanson County,SD,86375
Harding County,SD,74766
Hughes County,SD,78981
Hutchinson County,SD,74459
Hyde County,SD,74279
Jackson County,SD,26686
Jerauld County,SD,75417
Jones County,SD,64688
Kingsbury County,SD,70221
Lake County,SD,73792
Lawrence County,SD,66766
Lincoln County,SD,96552
Lyman County,SD,61169
McCook County,SD,80847
McPherson County,SD,62024
Marshall County,SD,72500
Meade County,SD,74161
Mellette County,SD,51364
Miner County,SD,72589
Minnehaha County,SD,76074
Moody County,SD,77500
Oglala Lakota County,SD,34769
Pennington County,SD,70768
Perkins County,SD,65455
Potter County,SD,71726
Roberts County,SD,63691
Sanborn County,SD,69870
Spink County,SD,73011
Stanley County,SD,77000
Sully County,SD,70250
Todd County,SD,39148
Tripp County,SD,58854
Turner County,SD,75283
Union County,SD,84137
Walworth County,SD,62722
Yankton County,SD,73855
Ziebach County,SD,47333
Anderson County,TN,63171
Bedford County,TN,62197
Benton County,TN,50435
Bledsoe County,TN,49655
Blount County,TN,74607
Bradley County,TN,63789
Campbell County,TN,50260
Cannon County,TN,58092
Carroll County,TN,50391
Carter County,TN,48435
Cheatham County,TN,82015
Chester County,TN,60543
Claiborne County,TN,46587
Clay County,TN,44712
Cocke County,TN,48416
Coffee County,TN,60656
Crockett County,TN,59049
Cumberland County,TN,58475
Davidson County,TN,75664
Decatur County,TN,46190
DeKalb County,TN,48484
Dickson County,TN,73223
Dyer County,TN,54973
Fayette County,TN,84764
Fentress County,TN,50865
Franklin County,TN,61553
Gibson County,TN,59009
Giles County,TN,61476
Grainger County,TN,51351
Greene County,TN,54071
Grundy County,TN,45573
Hamblen County,TN,52794
Hamilton County,TN,72568
Hancock County,TN,31995
Hardeman County,TN,46173
Hardin County,TN,49149
Hawkins County,TN,55278
Haywood County,TN,43513
Henderson County,TN,53471
Henry County,TN,48540
Hickman County,TN,57223
Houston County,TN,54475
Humphreys County,TN,59333
Jackson County,TN,41475
Jefferson County,TN,63084
Johnson County,TN,52152
Knox County,TN,71662
Lake County,TN,30500
Lauderdale County,TN,49205
Lawrence County,TN,53233
Lewis County,TN,49477
Lincoln County,TN,63115
Loudon County,TN,80296
McMinn County,TN,59674
McNairy County,TN,50714
Macon County,TN,56269
Madison County,TN,58189
Marion County,TN,58103
Marshall County,TN,70829
Maury County,TN,74162
Meigs County,TN,58395
Monroe County,TN,56648
Montgomery County,TN,72365
Moore County,TN,66687
Morgan County,TN,57408
Obion County,TN,53102
Overton County,TN,46159
Perry County,TN,50489
Pickett County,TN,44591
Polk County,TN,60227
Putnam County,TN,56537
Rhea County,TN,58133
Roane County,TN,66218
Robertson County,TN,78439
Rutherford County,TN,82588
Scott County,TN,42679
Sequatchie County,TN,52260
Sevier County,TN,63829
Shelby County,TN,62337
Smith County,TN,62799
Stewart County,TN,62052
Sullivan County,TN,56802
Sumner County,TN,86005
Tipton County,TN,71736
Trousdale County,TN,63190
Unicoi County,TN,50381
Union County,TN,61858
Van Buren County,TN,60281
Warren County,TN,54088
Washington County,TN,61051
Wayne County,TN,52824
Weakley County,TN,49502
White County,TN,52206
Williamson County,TN,131202
Wilson County,TN,94048
Anderson County,TX,58846
Andrews County,TX,76902
Angelina County,TX,58847
Aransas County,TX,61754
Archer County,TX,71958
Armstrong County,TX,68462
Atascosa County,TX,69413
Austin County,TX,75994
Bailey County,TX,70625
Bandera County,TX,69703
Bastrop County,TX,82730
Baylor County,TX,42313
Bee County,TX,56075
Bell County,TX,66051
Bexar County,TX,70571
Blanco County,TX,87564
Borden County,TX,64250
Bosque County,TX,69339
Bowie County,TX,59295
Brazoria County,TX,95155
Brazos County,TX,58388
Brewster County,TX,52612
Briscoe County,TX,41188
Brooks County,TX,31310
Brown County,TX,55305
Burleson County,TX,72888
Burnet County,TX,77158
Caldwell County,TX,68503
Calhoun County,TX,71870
Callahan County,TX,68455
Cameron County,TX,51334
Camp County,TX,55061
Carson County,TX,84583
Cass County,TX,54328
Castro County,TX,63485
Chambers County,TX,108114
Cherokee County,TX,59830
Childress County,TX,60333
Clay County,TX,77355
Cochran County,TX,42137
Coke County,TX,46431
Coleman County,TX,52364
Collin County,TX,117588
Collingsworth County,TX,60165
Colorado County,TX,68554
Comal County,TX,99015
Comanche County,TX,59946
Concho County,TX,59632
Cooke County,TX,72472
Coryell County,TX,68904
Cottle County,TX,58819
Crane County,TX,59915
Crockett County,TX,81739
Crosby County,TX,52197
Culberson County,TX,42672
Dallam County,TX,72332
Dallas County,TX,74149
Dawson County,TX,55789
Deaf Smith County,TX,54114
Delta County,TX,62855
Denton County,TX,108185
DeWitt County,TX,64014
Dickens County,TX,50417
Dimmit County,TX,33409
Donley County,TX,56648
Duval County,TX,50081
Eastland County,TX,51741
Ector County,TX,71031
Edwards County,TX,38500
Ellis County,TX,95898
El Paso County,TX,58859
Erath County,TX,65351
Falls County,TX,55372
Fannin County,TX,68377
Fayette County,TX,76541
Fisher County,TX,64700
Floyd County,TX,55461
Foard County,TX,42212
Fort Bend County,TX,113409
Franklin County,TX,66800
Freestone County,TX,58460
Frio County,TX,60098
Gaines County,TX,76605
Galveston County,TX,85348
Garza County,TX,50545
Gillespie County,TX,67799
Glasscock County,TX,106806
Goliad County,TX,59556
Gonzales County,TX,59355
Gray County,TX,56082
Grayson County,TX,70455
Gregg County,TX,64809
Grimes County,TX,67080
Guadalupe County,TX,93776
Hale County,TX,52788
Hall County,TX,46728
Hamilton County,TX,55339
Hansford County,TX,68299
Hardeman County,TX,61179
Hardin County,TX,72532
Harris County,TX,73104
Harrison County,TX,66040
Hartley County,TX,82122
Haskell County,TX,54044
Hays County,TX,85827
Hemphill County,TX,72052
Henderson County,TX,63955
Hidalgo County,TX,52281
Hill County,TX,63147
Hockley County,TX,54810
Hood County,TX,86802
Hopkins County,TX,64725
Houston County,TX,54563
Howard County,TX,71457
Hudspeth County,TX,39336
Hunt County,TX,70112
Hutchinson County,TX,65470
Irion County,TX,58125
Jack County,TX,65693
Jackson County,TX,61752
Jasper County,TX,49919
Jeff Davis County,TX,32625
Jefferson County,TX,59934
Jim Hogg County,TX,42230
Jim Wells County,TX,47492
Johnson County,TX,81826
Jones County,TX,63472
Karnes County,TX,59103
Kaufman County,TX,88606
Kendall County,TX,110498
Kenedy County,TX,-
Kent County,TX,71420
Kerr County,TX,67927
Kimble County,TX,65703
King County,TX,70192
Kinney County,TX,66341
Kleberg County,TX,57612
Knox County,TX,56304
Lamar County,TX,61122
Lamb County,TX,56997
Lampasas County,TX,76919
La Salle County,TX,55469
Lavaca County,TX,61768
Lee County,TX,66000
Leon County,TX,59975
Liberty County,TX,64773
Limestone County,TX,58109
Lipscomb County,TX,71442
Live Oak County,TX,53869
Llano County,TX,65636
Loving County,TX,51087
Lubbock County,TX,63367
Lynn County,TX,57411
McCulloch County,TX,51919
McLennan County,TX,63888
McMullen County,TX,45833
Madison County,TX,67128
Marion County,TX,47447
Martin County,TX,77083
Mason County,TX,68750
Matagorda County,TX,55174
Maverick County,TX,51270
Medina County,TX,73462
Menard County,TX,48191
Midland County,TX,93984
Milam County,TX,59076
Mills County,TX,64494
Mitchell County,TX,56033
Montague County,TX,62818
Montgomery County,TX,97266
Moore County,TX,61325
Morris County,TX,55082
Motley County,TX,62857
Nacogdoches County,TX,51528
Navarro County,TX,59310
Newton County,TX,41044
Nolan County,TX,50160
Nueces County,TX,66021
Ochiltree County,TX,64988
Oldham County,TX,76402
Orange County,TX,73372
Palo Pinto County,TX,64972
Panola County,TX,62593
Parker County,TX,102099
Parmer County,TX,68164
Pecos County,TX,67689
Polk County,TX,59066
Potter County,TX,50448
Presidio County,TX,29014
Rains County,TX,64874
Randall County,TX,80905
Reagan County,TX,70288
Real County,TX,45417
Red River County,TX,46912
Reeves County,TX,56056
Refugio County,TX,58016
Roberts County,TX,66118
Robertson County,TX,66250
Rockwall County,TX,124917
Runnels County,TX,63490
Rusk County,TX,67506
Sabine County,TX,59924
San Augustine County,TX,46338
San Jacinto County,TX,59526
San Patricio County,TX,67512
San Saba County,TX,54855
Schleicher County,TX,90141
Scurry County,TX,62689
Shackelford County,TX,64659
Shelby County,TX,50436
Sherman County,TX,74167
Smith County,TX,71923
Somervell County,TX,83382
Starr County,TX,38182
Stephens County,TX,54695
Sterling County,TX,78750
Stonewall County,TX,61250
Sutton County,TX,75000
Swisher County,TX,39031
Tarrant County,TX,81905
Taylor County,TX,66406
Terrell County,TX,46989
Terry County,TX,45905
Throckmorton County,TX,58864
Titus County,TX,59220
Tom Green County,TX,66254
Travis County,TX,97169
Trinity County,TX,51663
Tyler County,TX,50647
Upshur County,TX,62794
Upton County,TX,52321
Uvalde County,TX,57849
Val Verde County,TX,59673
Van Zandt County,TX,68274
Victoria County,TX,70101
Walker County,TX,49862
Waller County,TX,76135
Ward County,TX,71719
Washington County,TX,75085
Webb County,TX,62506
Wharton County,TX,66100
Wheeler County,TX,67964
Wichita County,TX,62168
Wilbarger County,TX,51626
Willacy County,TX,45645
Williamson County,TX,108309
Wilson County,TX,92461
Winkler County,TX,91898
Wise County,TX,89897
Wood County,TX,62524
Yoakum County,TX,82261
Young County,TX,63723
Zapata County,TX,36527
Zavala County,TX,41887
Beaver County,UT,85603
Box Elder County,UT,77865
Cache County,UT,78292
Carbon County,UT,53673
Daggett County,UT,58750
Davis County,UT,108058
Duchesne County,UT,74738
Emery County,UT,69956
Garfield County,UT,61688
Grand County,UT,62521
Iron County,UT,65527
Juab County,UT,89803
Kane County,UT,75000
Millard County,UT,70877
Morgan County,UT,126092
Piute County,UT,44650
Rich County,UT,76875
Salt Lake County,UT,94658
San Juan County,UT,54890
Sanpete County,UT,67459
Sevier County,UT,73765
Summit County,UT,137058
Tooele County,UT,101846
Uintah County,UT,69861
Utah County,UT,96877
Wasatch County,UT,115146
Washington County,UT,76411
Wayne County,UT,70074
Weber County,UT,87083
Addison County,VT,88478
Bennington County,VT,71494
Caledonia County,VT,66075
Chittenden County,VT,94310
Essex County,VT,58985
Franklin County,VT,79078
Grand Isle County,VT,90625
Lamoille County,VT,69897
Orange County,VT,77328
Orleans County,VT,66426
Rutland County,VT,64778
Washington County,VT,79853
Windham County,VT,68021
Windsor County,VT,75247
Accomack County,VA,57500
Albemarle County,VA,102617
Alleghany County,VA,55160
Amelia County,VA,66339
Amherst County,VA,67298
Appomattox County,VA,62337
Arlington County,VA,140160
Augusta County,VA,79972
Bath County,VA,61709
Bedford County,VA,77644
Bland County,VA,61375
Botetourt County,VA,80467
Brunswick County,VA,52978
Buchanan County,VA,42216
Buckingham County,VA,59199
Campbell County,VA,62608
Caroline County,VA,86267
Carroll County,VA,52575
Charles City County,VA,70339
Charlotte County,VA,48892
Chesterfield County,VA,98910
Clarke County,VA,114185
Craig County,VA,67778
Culpeper County,VA,96098
Cumberland County,VA,57057
Dickenson County,VA,43831
Dinwiddie County,VA,83898
Essex County,VA,56481
Fairfax County,VA,150113
Fauquier County,VA,129495
Floyd County,VA,61401
Fluvanna County,VA,91959
Franklin County,VA,68348
Frederick County,VA,95603
Giles County,VA,64819
Gloucester County,VA,83689
Goochland County,VA,118695
Grayson County,VA,42864
Greene County,VA,85268
Greensville County,VA,56759
Halifax County,VA,49244
Hanover County,VA,109504
Henrico County,VA,86397
Henry County,VA,48445
Highland County,VA,62946
Isle of Wight County,VA,96118
James City County,VA,107046
King and Queen County,VA,72851
King George County,VA,110517
King William County,VA,85212
Lancaster County,VA,67169
Lee County,VA,42269
Loudoun County,VA,178707
Louisa County,VA,80343
Lunenburg County,VA,54460
Madison County,VA,82972
Mathews County,VA,75487
Mecklenburg County,VA,51691
Middlesex County,VA,74154
Montgomery County,VA,70769
Nelson County,VA,68525
New Kent County,VA,120125
Northampton County,VA,55933
Northumberland County,VA,69500
Nottoway County,VA,62161
Orange County,VA,94175
Page County,VA,59396
Patrick County,VA,50938
Pittsylvania County,VA,54115
Powhatan County,VA,110667
Prince Edward County,VA,55082
Prince George County,VA,88225
Prince William County,VA,128873
Pulaski County,VA,60767
Rappahannock County,VA,98125
Richmond County,VA,64184
Roanoke County,VA,82931
Rockbridge County,VA,63975
Rockingham County,VA,78468
Russell County,VA,49020
Scott County,VA,45136
Shenandoah County,VA,64437
Smyth County,VA,46859
Southampton County,VA,68465
Spotsylvania County,VA,109576
Stafford County,VA,133792
Surry County,VA,71458
Sussex County,VA,62821
Tazewell County,VA,45788
Warren County,VA,84331
Washington County,VA,62774
Westmoreland County,VA,59766
Wise County,VA,50740
Wythe County,VA,55359
York County,VA,108326
Alexandria city,VA,113638
Bristol city,VA,44706
Buena Vista city,VA,54458
Charlottesville city,VA,69829
Chesapeake city,VA,94189
Colonial Heights city,VA,76250
Covington city,VA,42724
Danville city,VA,42778
Emporia city,VA,49375
Fairfax city,VA,132774
Falls Church city,VA,154734
Franklin city,VA,65125
Fredericksburg city,VA,85368
Galax city,VA,41438
Hampton city,VA,67758
Harrisonburg city,VA,59752
Hopewell city,VA,48681
Lexington city,VA,89598
Lynchburg city,VA,59808
Manassas city,VA,117919
Manassas Park city,VA,100668
Martinsville city,VA,42434
Newport News city,VA,66718
Norfolk city,VA,64017
Norton city,VA,38497
Petersburg city,VA,50741
Poquoson city,VA,120919
Portsmouth city,VA,58972
Radford city,VA,52791
Richmond city,VA,62671
Roanoke city,VA,52671
Salem city,VA,66716
Staunton city,VA,62586
Suffolk city,VA,90089
Virginia Beach city,VA,90685
Waynesboro city,VA,56364
Williamsburg city,VA,70206
Winchester city,VA,64648
Adams County,WA,65042
Asotin County,WA,69107
Benton County,WA,87316
Chelan County,WA,78306
Clallam County,WA,67999
Clark County,WA,94948
Columbia County,WA,71528
Cowlitz County,WA,72932
Douglas County,WA,80374
Ferry County,WA,54650
Franklin County,WA,82755
Garfield County,WA,62411
Grant County,WA,71115
Grays Harbor County,WA,63539
Island County,WA,88358
Jefferson County,WA,71143
King County,WA,122148
Kitsap County,WA,98546
Kittitas County,WA,69928
Klickitat County,WA,70400
Lewis County,WA,69690
Lincoln County,WA,71227
Mason County,WA,78359
Okanogan County,WA,60293
Pacific County,WA,62350
Pend Oreille County,WA,63750
Pierce County,WA,96632
San Juan County,WA,83682
Skagit County,WA,85474
Skamania County,WA,90085
Snohomish County,WA,107982
Spokane County,WA,73513
Stevens County,WA,67405
Thurston County,WA,93985
Wahkiakum County,WA,57091
Walla Walla County,WA,72212
Whatcom County,WA,80989
Whitman County,WA,52893
Yakima County,WA,68015
Barbour County,WV,48347
Berkeley County,WV,77329
Boone County,WV,56152
Braxton County,WV,44449
Brooke County,WV,52116
Cabell County,WV,52828
Calhoun County,WV,41421
Clay County,WV,42790
Doddridge County,WV,61164
Fayette County,WV,52672
Gilmer County,WV,50991
Grant County,WV,61530
Greenbrier County,WV,48662
Hampshire County,WV,60299
Hancock County,WV,61017
Hardy County,WV,49302
Harrison County,WV,58326
Jackson County,WV,55671
Jefferson County,WV,95523
Kanawha County,WV,58887
Lewis County,WV,52279
Lincoln County,WV,48593
Logan County,WV,47237
McDowell County,WV,29980
Marion County,WV,67537
Marshall County,WV,60329
Mason County,WV,53454
Mercer County,WV,47799
Mineral County,WV,68049
Mingo County,WV,39527
Monongalia County,WV,62704
Monroe County,WV,54508
Morgan County,WV,63805
Nicholas County,WV,49280
Ohio County,WV,57867
Pendleton County,WV,61738
Pleasants County,WV,61038
Pocahontas County,WV,41200
Preston County,WV,61373
Putnam County,WV,77871
Raleigh County,WV,52055
Randolph County,WV,55057
Ritchie County,WV,50256
Roane County,WV,45194
Summers County,WV,42544
Taylor County,WV,56807
Tucker County,WV,53475
Tyler County,WV,58293
Upshur County,WV,51859
Wayne County,WV,55539
Webster County,WV,42061
Wetzel County,WV,53341
Wirt County,WV,54688
Wood County,WV,56193
Wyoming County,WV,48038
Adams County,WI,59153
Ashland County,WI,57645
Barron County,WI,64619
Bayfield County,WI,69609
Brown County,WI,77490
Buffalo County,WI,68722
Burnett County,WI,61664
Calumet County,WI,87700
Chippewa County,WI,74009
Clark County,WI,66250
Columbia County,WI,82792
Crawford County,WI,63496
Dane County,WI,88108
Dodge County,WI,73992
Door County,WI,71785
Douglas County,WI,72579
Dunn County,WI,71785
Eau Claire County,WI,71834
Florence County,WI,62786
Fond du Lac County,WI,73154
Forest County,WI,59727
Grant County,WI,64349
Green County,WI,80248
Green Lake County,WI,66917
Iowa County,WI,83372
Iron County,WI,59058
Jackson County,WI,65508
Jefferson County,WI,80604
Juneau County,WI,65150
Kenosha County,WI,79412
Kewaunee County,WI,80085
La Crosse County,WI,70704
Lafayette County,WI,72091
Langlade County,WI,57258
Lincoln County,WI,67726
Manitowoc County,WI,68611
Marathon County,WI,76185
Marinette County,WI,63401
Marquette County,WI,63471
Menominee County,WI,59528
Milwaukee County,WI,62118
Monroe County,WI,68213
Oconto County,WI,75886
Oneida County,WI,69621
Outagamie County,WI,82857
Ozaukee County,WI,96734
Pepin County,WI,74536
Pierce County,WI,88802
Polk County,WI,76208
Portage County,WI,73284
Price County,WI,58720
Racine County,WI,75331
Richland County,WI,62649
Rock County,WI,74390
Rusk County,WI,58322
St. Croix County,WI,102482
Sauk County,WI,77648
Sawyer County,WI,59055
Shawano County,WI,67032
Sheboygan County,WI,71898
Taylor County,WI,63142
Trempealeau County,WI,71295
Vernon County,WI,69556
Vilas County,WI,67132
Walworth County,WI,77359
Washburn County,WI,61270
Washington County,WI,95851
Waukesha County,WI,104100
Waupaca County,WI,71189
Waushara County,WI,64968
Winnebago County,WI,72873
Wood County,WI,66417
Albany County,WY,59881
Big Horn County,WY,60547
Campbell County,WY,95253
Carbon County,WY,66721
Converse County,WY,79164
Crook County,WY,71209
Fremont County,WY,64646
Goshen County,WY,64882
Hot Springs County,WY,64375
Johnson County,WY,63905
Laramie County,WY,77884
Lincoln County,WY,86092
Natrona County,WY,71247
Niobrara County,WY,48987
Park County,WY,70533
Platte County,WY,66299
Sheridan County,WY,70855
Sublette County,WY,82791
Sweetwater County,WY,76464
Teton County,WY,112681
Uinta County,WY,82672
Washakie County,WY,62648
Weston County,WY,87545
Adjuntas Municipio,PR,18605
Aguada Municipio,PR,21694
Aguadilla Municipio,PR,19826
Aguas Buenas Municipio,PR,22361
Aibonito Municipio,PR,21714
Añasco Municipio,PR,23591
Arecibo Municipio,PR,23175
Arroyo Municipio,PR,18931
Barceloneta Municipio,PR,21750
Barranquitas Municipio,PR,22167
Bayamón Municipio,PR,30729
Cabo Rojo Municipio,PR,25720
Caguas Municipio,PR,30113
Camuy Municipio,PR,26094
Canóvanas Municipio,PR,27278
Carolina Municipio,PR,35126
Cataño Municipio,PR,24307
Cayey Municipio,PR,28461
Ceiba Municipio,PR,23204
Ciales Municipio,PR,20614
Cidra Municipio,PR,27149
Coamo Municipio,PR,20797
Comerío Municipio,PR,17254
Corozal Municipio,PR,23933
Culebra Municipio,PR,27614
Dorado Municipio,PR,33388
Fajardo Municipio,PR,25170
Florida Municipio,PR,21213
Guánica Municipio,PR,16210
Guayama Municipio,PR,20273
Guayanilla Municipio,PR,21400
Guaynabo Municipio,PR,46048
Gurabo Municipio,PR,39532
Hatillo Municipio,PR,28001
Hormigueros Municipio,PR,24862
Humacao Municipio,PR,26083
Isabela Municipio,PR,20484
Jayuya Municipio,PR,18413
Juana Díaz Municipio,PR,23823
Juncos Municipio,PR,28196
Lajas Municipio,PR,18920
Lares Municipio,PR,19323
Las Marías Municipio,PR,16170
Las Piedras Municipio,PR,25697
Loíza Municipio,PR,22500
Luquillo Municipio,PR,23769
Manatí Municipio,PR,20352
Maricao Municipio,PR,20541
Maunabo Municipio,PR,19363
Mayagüez Municipio,PR,17963
Moca Municipio,PR,21415
Morovis Municipio,PR,23010
Naguabo Municipio,PR,21416
Naranjito Municipio,PR,21399
Orocovis Municipio,PR,19062
Patillas Municipio,PR,23422
Peñuelas Municipio,PR,20959
Ponce Municipio,PR,18827
Quebradillas Municipio,PR,23624
Rincón Municipio,PR,25223
Río Grande Municipio,PR,26745
Sabana Grande Municipio,PR,20564
Salinas Municipio,PR,21611
San Germán Municipio,PR,17921
San Juan Municipio,PR,26981
San Lorenzo Municipio,PR,21320
San Sebastián Municipio,PR,17834
Santa Isabel Municipio,PR,23197
Toa Alta Municipio,PR,33349
Toa Baja Municipio,PR,29648
Trujillo Alto Municipio,PR,38773
Utuado Municipio,PR,17624
Vega Alta Municipio,PR,25235
Vega Baja Municipio,PR,23877
Vieques Municipio,PR,17531
Villalba Municipio,PR,24882
Yabucoa Municipio,PR,21279
Yauco Municipio,PR,21918
