county_name,state_name,median_income
Hertford County,North Carolina,47472
Hoke County,North Carolina,60095
Hyde County,North Carolina,47338
Iredell County,North Carolina,78678
Jackson County,North Carolina,53479
Johnston County,North Carolina,79838
Jones County,North Carolina,55659
Lee County,North Carolina,63060
Lenoir County,North Carolina,44795
Lincoln County,North Carolina,78490
McDowell County,North Carolina,55527
Macon County,North Carolina,53298
Madison County,North Carolina,58628
Martin County,North Carolina,46793
Mecklenburg County,North Carolina,83765
Mitchell County,North Carolina,58089
Montgomery County,North Carolina,55849
Moore County,North Carolina,82837
Nash County,North Carolina,60704
New Hanover County,North Carolina,72892
Northampton County,North Carolina,47935
Onslow County,North Carolina,64568
Orange County,North Carolina,88553
Pamlico County,North Carolina,61624
Pasquotank County,North Carolina,63912
Pender County,North Carolina,76838
Perquimans County,North Carolina,61224
Person County,North Carolina,64927
Pitt County,North Carolina,58851
Polk County,North Carolina,61005
Randolph County,North Carolina,59047
Richmond County,North Carolina,43626
Robeson County,North Carolina,40318
Rockingham County,North Carolina,55796
Rowan County,North Carolina,63196
Rutherford County,North Carolina,49771
Sampson County,North Carolina,53159
Scotland County,North Carolina,43500
Stanly County,North Carolina,61631
Stokes County,North Carolina,60039
Surry County,North Carolina,56095
Swain County,North Carolina,55429
Transylvania County,North Carolina,64523
Tyrrell County,North Carolina,43952
Union County,North Carolina,99243
Vance County,North Carolina,46943
Wake County,North Carolina,101763
Warren County,North Carolina,45279
Washington County,North Carolina,41750
Watauga County,North Carolina,51367
Wayne County,North Carolina,58082
Wilkes County,North Carolina,50438
Wilson County,North Carolina,51381
Yadkin County,North Carolina,60321
Yancey County,North Carolina,54961
Adams County,North Dakota,55417
Barnes County,North Dakota,70230
Benson County,North Dakota,68049
Billings County,North Dakota,81250
Bottineau County,North Dakota,83460
Bowman County,North Dakota,83773
Burke County,North Dakota,96339
Burleigh County,North Dakota,84948
Cass County,North Dakota,75023
Cavalier County,North Dakota,67064
Dickey County,North Dakota,63125
Divide County,North Dakota,89297
Dunn County,North Dakota,94688
Eddy County,North Dakota,55389
Emmons County,North Dakota,67368
Foster County,North Dakota,83412
Golden Valley County,North Dakota,76528
Grand Forks County,North Dakota,68450
Grant County,North Dakota,56750
Griggs County,North Dakota,64737
Hettinger County,North Dakota,70827
Kidder County,North Dakota,61850
LaMoure County,North Dakota,70263
Logan County,North Dakota,61339
McHenry County,North Dakota,80614
McIntosh County,North Dakota,64236
McKenzie County,North Dakota,88289
McLean County,North Dakota,81847
Mercer County,North Dakota,79405
Morton County,North Dakota,79483
Mountrail County,North Dakota,81292
Nelson County,North Dakota,68051
Oliver County,North Dakota,76953
Pembina County,North Dakota,66884
Pierce County,North Dakota,63214
Ramsey County,North Dakota,61319
Ransom County,North Dakota,74521
Renville County,North Dakota,76311
Richland County,North Dakota,72524
Rolette County,North Dakota,57355
Sargent County,North Dakota,77697
Sheridan County,North Dakota,67361
Sioux County,North Dakota,41676
Slope County,North Dakota,62500
Stark County,North Dakota,80744
Steele County,North Dakota,80313
Stutsman County,North Dakota,60172
Towner County,North Dakota,63017
Traill County,North Dakota,88289
Walsh County,North Dakota,69976
Ward County,North Dakota,79273
Wells County,North Dakota,61346
Williams County,North Dakota,90224
Adams County,Ohio,49521
Allen County,Ohio,62001
Ashland County,Ohio,64991
Ashtabula County,Ohio,55507
Athens County,Ohio,53837
Auglaize County,Ohio,76454
Belmont County,Ohio,58411
Brown County,Ohio,69990
Butler County,Ohio,81194
Carroll County,Ohio,64675
Champaign County,Ohio,74239
Clark County,Ohio,60846
Clermont County,Ohio,83178
Clinton County,Ohio,68125
Columbiana County,Ohio,58474
Coshocton County,Ohio,54687
Crawford County,Ohio,55477
Cuyahoga County,Ohio,62823
Darke County,Ohio,64654
Defiance County,Ohio,73615
Delaware County,Ohio,130088
Erie County,Ohio,68431
Fairfield County,Ohio,87069
Fayette County,Ohio,60047
Franklin County,Ohio,73795
Fulton County,Ohio,72866
Gallia County,Ohio,56455
Geauga County,Ohio,100783
Greene County,Ohio,85218
Guernsey County,Ohio,55756
Hamilton County,Ohio,70816
Hancock County,Ohio,69699
Hardin County,Ohio,58001
Harrison County,Ohio,53851
Henry County,Ohio,79267
Highland County,Ohio,62008
Hocking County,Ohio,61366
Holmes County,Ohio,74774
Huron County,Ohio,65972
Jackson County,Ohio,58409
Jefferson County,Ohio,56983
Knox County,Ohio,73988
Lake County,Ohio,77952
Lawrence County,Ohio,54842
Licking County,Ohio,81033
Logan County,Ohio,69183
Lorain County,Ohio,70693
Lucas County,Ohio,60095
Madison County,Ohio,83229
Mahoning County,Ohio,55576
Marion County,Ohio,57306
Medina County,Ohio,92660
Meigs County,Ohio,46701
Mercer County,Ohio,78036
Miami County,Ohio,74175
Monroe County,Ohio,58962
Montgomery County,Ohio,64403
Morgan County,Ohio,55971
Morrow County,Ohio,71047
Muskingum County,Ohio,59203
Noble County,Ohio,55360
Ottawa County,Ohio,75728
Paulding County,Ohio,68167
Perry County,Ohio,64737
Pickaway County,Ohio,72927
Pike County,Ohio,49552
Portage County,Ohio,72822
Preble County,Ohio,71237
Putnam County,Ohio,82785
Richland County,Ohio,57649
Ross County,Ohio,59819
Sandusky County,Ohio,62500
Scioto County,Ohio,49571
Seneca County,Ohio,65020
Shelby County,Ohio,72822
Stark County,Ohio,65740
Summit County,Ohio,71016
Trumbull County,Ohio,55088
Tuscarawas County,Ohio,64494
Union County,Ohio,109506
Van Wert County,Ohio,65344
Vinton County,Ohio,53813
Warren County,Ohio,107843
Washington County,Ohio,61355
Wayne County,Ohio,71769
Williams County,Ohio,61834
Wood County,Ohio,73124
Wyandot County,Ohio,71878
Adair County,Oklahoma,48028
Alfalfa County,Oklahoma,67870
Atoka County,Oklahoma,52034
Beaver County,Oklahoma,64266
Beckham County,Oklahoma,52323
Blaine County,Oklahoma,59304
Bryan County,Oklahoma,54280
Caddo County,Oklahoma,52817
Canadian County,Oklahoma,85427
Carter County,Oklahoma,58856
Cherokee County,Oklahoma,53668
Choctaw County,Oklahoma,45456
Cimarron County,Oklahoma,57204
Cleveland County,Oklahoma,74446
Coal County,Oklahoma,48162
Comanche County,Oklahoma,59000
Cotton County,Oklahoma,60313
Craig County,Oklahoma,50182
Creek County,Oklahoma,61849
Custer County,Oklahoma,57562
Delaware County,Oklahoma,55114
Dewey County,Oklahoma,60550
Ellis County,Oklahoma,56992
Garfield County,Oklahoma,67302
Garvin County,Oklahoma,57127
Grady County,Oklahoma,75730
Grant County,Oklahoma,61824
Greer County,Oklahoma,60183
Harmon County,Oklahoma,54286
Harper County,Oklahoma,59191
Haskell County,Oklahoma,49930
Hughes County,Oklahoma,47923
Jackson County,Oklahoma,61497
Jefferson County,Oklahoma,48750
Johnston County,Oklahoma,50911
Kay County,Oklahoma,56673
Kingfisher County,Oklahoma,70617
Kiowa County,Oklahoma,42063
Latimer County,Oklahoma,41048
Le Flore County,Oklahoma,50027
Lincoln County,Oklahoma,59425
Logan County,Oklahoma,82735
Love County,Oklahoma,62940
McClain County,Oklahoma,84778
McCurtain County,Oklahoma,50175
McIntosh County,Oklahoma,46203
Major County,Oklahoma,69229
Marshall County,Oklahoma,56495
Mayes County,Oklahoma,57279
Murray County,Oklahoma,61904
Muskogee County,Oklahoma,51999
Noble County,Oklahoma,70071
Nowata County,Oklahoma,52679
Okfuskee County,Oklahoma,45441
Oklahoma County,Oklahoma,65374
Okmulgee County,Oklahoma,53123
Osage County,Oklahoma,60482
Ottawa County,Oklahoma,48656
Pawnee County,Oklahoma,57551
Payne County,Oklahoma,48937
Pittsburg County,Oklahoma,54787
Pontotoc County,Oklahoma,62564
Pottawatomie County,Oklahoma,60828
Pushmataha County,Oklahoma,44634
Roger Mills County,Oklahoma,62721
Rogers County,Oklahoma,77688
Seminole County,Oklahoma,46191
Sequoyah County,Oklahoma,49795
Stephens County,Oklahoma,60236
Texas County,Oklahoma,59275
Tillman County,Oklahoma,47445
Tulsa County,Oklahoma,67317
Wagoner County,Oklahoma,78520
Washington County,Oklahoma,61205
Washita County,Oklahoma,61980
Woods County,Oklahoma,50512
Woodward County,Oklahoma,65060
Baker County,Oregon,57844
Benton County,Oregon,76011
Clackamas County,Oregon,100360
Clatsop County,Oregon,68705
Columbia County,Oregon,86359
Coos County,Oregon,60313
Crook County,Oregon,81675
Curry County,Oregon,64769
Deschutes County,Oregon,87640
Douglas County,Oregon,58983
Gilliam County,Oregon,64219
Grant County,Oregon,59800
Harney County,Oregon,48338
Hood River County,Oregon,82095
Jackson County,Oregon,71443
Jefferson County,Oregon,73051
Josephine County,Oregon,59097
Klamath County,Oregon,59353
Lake County,Oregon,61222
Lane County,Oregon,69311
Lincoln County,Oregon,61314
Linn County,Oregon,73396
Malheur County,Oregon,49902
Marion County,Oregon,74624
Morrow County,Oregon,70217
Multnomah County,Oregon,86247
Polk County,Oregon,81318
Sherman County,Oregon,59500
Tillamook County,Oregon,66551
Umatilla County,Oregon,68958
Union County,Oregon,64212
Wallowa County,Oregon,65559
Wasco County,Oregon,63602
Washington County,Oregon,104434
Wheeler County,Oregon,51250
Yamhill County,Oregon,87084
Adams County,Pennsylvania,81071
Allegheny County,Pennsylvania,76393
Armstrong County,Pennsylvania,64295
Beaver County,Pennsylvania,70156
Bedford County,Pennsylvania,60302
Berks County,Pennsylvania,77684
Blair County,Pennsylvania,60594
Bradford County,Pennsylvania,62482
Bucks County,Pennsylvania,111951
Butler County,Pennsylvania,86775
Cambria County,Pennsylvania,56292
Cameron County,Pennsylvania,47681
Carbon County,Pennsylvania,67877
Centre County,Pennsylvania,72748
Chester County,Pennsylvania,123041
Clarion County,Pennsylvania,60668
Clearfield County,Pennsylvania,60181
Clinton County,Pennsylvania,58842
Columbia County,Pennsylvania,61992
Crawford County,Pennsylvania,60254
Cumberland County,Pennsylvania,85634
Dauphin County,Pennsylvania,74159
Delaware County,Pennsylvania,88576
Elk County,Pennsylvania,64103
Erie County,Pennsylvania,61476
Fayette County,Pennsylvania,56093
Forest County,Pennsylvania,50061
Franklin County,Pennsylvania,74946
Fulton County,Pennsylvania,64798
Greene County,Pennsylvania,66870
Huntingdon County,Pennsylvania,65429
Indiana County,Pennsylvania,58739
Jefferson County,Pennsylvania,56898
Juniata County,Pennsylvania,63923
Lackawanna County,Pennsylvania,64691
Lancaster County,Pennsylvania,83703
Lawrence County,Pennsylvania,60779
Lebanon County,Pennsylvania,76350
Lehigh County,Pennsylvania,77493
Luzerne County,Pennsylvania,62321
Lycoming County,Pennsylvania,64412
McKean County,Pennsylvania,61705
Mercer County,Pennsylvania,60614
Mifflin County,Pennsylvania,61415
Monroe County,Pennsylvania,82374
Montgomery County,Pennsylvania,111521
Montour County,Pennsylvania,72926
Northampton County,Pennsylvania,86687
Northumberland County,Pennsylvania,57948
Perry County,Pennsylvania,78824
Philadelphia County,Pennsylvania,60698
Pike County,Pennsylvania,79318
Potter County,Pennsylvania,59840
Schuylkill County,Pennsylvania,66901
Snyder County,Pennsylvania,68435
Somerset County,Pennsylvania,59378
Sullivan County,Pennsylvania,64758
Susquehanna County,Pennsylvania,66930
Tioga County,Pennsylvania,62932
Union County,Pennsylvania,72894
Venango County,Pennsylvania,61626
Warren County,Pennsylvania,59013
Washington County,Pennsylvania,77487
Wayne County,Pennsylvania,62182
Westmoreland County,Pennsylvania,72468
Wyoming County,Pennsylvania,70268
York County,Pennsylvania,82238
Bristol County,Rhode Island,110926
Kent County,Rhode Island,91278
Newport County,Rhode Island,100859
Providence County,Rhode Island,78204
Washington County,Rhode Island,102478
Abbeville County,South Carolina,52112
Aiken County,South Carolina,67940
Allendale County,South Carolina,31603
Anderson County,South Carolina,64683
Bamberg County,South Carolina,43206
Barnwell County,South Carolina,41800
Beaufort County,South Carolina,84819
Berkeley County,South Carolina,82327
Calhoun County,South Carolina,56690
Charleston County,South Carolina,84320
Cherokee County,South Carolina,49047
Chester County,South Carolina,51216
Chesterfield County,South Carolina,47620
Clarendon County,South Carolina,48887
Colleton County,South Carolina,48779
Darlington County,South Carolina,47419
Dillon County,South Carolina,44038
Dorchester County,South Carolina,76896
Edgefield County,South Carolina,67092
Fairfield County,South Carolina,46972
Florence County,South Carolina,56650
Georgetown County,South Carolina,66734
Greenville County,South Carolina,74624
Greenwood County,South Carolina,50635
Hampton County,South Carolina,43059
Horry County,South Carolina,64623
Jasper County,South Carolina,63503
Kershaw County,South Carolina,64343
Lancaster County,South Carolina,74751
Laurens County,South Carolina,55517
Lee County,South Carolina,44145
Lexington County,South Carolina,75014
McCormick County,South Carolina,55344
Marion County,South Carolina,34501
Marlboro County,South Carolina,36293
Newberry County,South Carolina,59670
Oconee County,South Carolina,60193
Orangeburg County,South Carolina,43214
Pickens County,South Carolina,59411
Richland County,South Carolina,61699
Saluda County,South Carolina,52957
Spartanburg County,South Carolina,64195
Sumter County,South Carolina,55990
Union County,South Carolina,41200
Williamsburg County,South Carolina,43471
York County,South Carolina,83060
Aurora County,South Dakota,74130
Beadle County,South Dakota,63082
Bennett County,South Dakota,44569
Bon Homme County,South Dakota,61275
Brookings County,South Dakota,67341
Brown County,South Dakota,70239
Brule County,South Dakota,74043
Buffalo County,South Dakota,47000
Butte County,South Dakota,67692
Campbell County,South Dakota,65000
Charles Mix County,South Dakota,64850
Clark County,South Dakota,62885
Clay County,South Dakota,58794
Codington County,South Dakota,65080
Corson County,South Dakota,43750
Custer County,South Dakota,81958
Davison County,South Dakota,61401
Day County,South Dakota,62270
Deuel County,South Dakota,79556
Dewey County,South Dakota,57928
Douglas County,South Dakota,78125
Edmunds County,South Dakota,77266
Fall River County,South Dakota,61056
Faulk County,South Dakota,58000
Grant County,South Dakota,73818
Gregory County,South Dakota,52432
Haakon County,South Dakota,59231
Hamlin County,South Dakota,83194
Hand County,South Dakota,72054
Hanson County,South Dakota,86375
Harding County,South Dakota,74766
Hughes County,South Dakota,78981
Hutchinson County,South Dakota,74459
Hyde County,South Dakota,74279
Jackson County,South Dakota,26686
Jerauld County,South Dakota,75417
Jones County,South Dakota,64688
Kingsbury County,South Dakota,70221
Lake County,South Dakota,73792
Lawrence County,South Dakota,66766
Lincoln County,South Dakota,96552
Lyman County,South Dakota,61169
McCook County,South Dakota,80847
McPherson County,South Dakota,62024
Marshall County,South Dakota,72500
Meade County,South Dakota,74161
Mellette County,South Dakota,51364
Miner County,South Dakota,72589
Minnehaha County,South Dakota,76074
Moody County,South Dakota,77500
Oglala Lakota County,South Dakota,34769
Pennington County,South Dakota,70768
Perkins County,South Dakota,65455
Potter County,South Dakota,71726
Roberts County,South Dakota,63691
Sanborn County,South Dakota,69870
Spink County,South Dakota,73011
Stanley County,South Dakota,77000
Sully County,South Dakota,70250
Todd County,South Dakota,39148
Tripp County,South Dakota,58854
Turner County,South Dakota,75283
Union County,South Dakota,84137
Walworth County,South Dakota,62722
Yankton County,South Dakota,73855
Ziebach County,South Dakota,47333
Anderson County,Tennessee,63171
Bedford County,Tennessee,62197
Benton County,Tennessee,50435
Bledsoe County,Tennessee,49655
Blount County,Tennessee,74607
Bradley County,Tennessee,63789
Campbell County,Tennessee,50260
Cannon County,Tennessee,58092
Carroll County,Tennessee,50391
Carter County,Tennessee,48435
Cheatham County,Tennessee,82015
Chester County,Tennessee,60543
Claiborne County,Tennessee,46587
Clay County,Tennessee,44712
Cocke County,Tennessee,48416
Coffee County,Tennessee,60656
Crockett County,Tennessee,59049
Cumberland County,Tennessee,58475
Davidson County,Tennessee,75664
Decatur County,Tennessee,46190
DeKalb County,Tennessee,48484
Dickson County,Tennessee,73223
Dyer County,Tennessee,54973
Fayette County,Tennessee,84764
Fentress County,Tennessee,50865
Franklin County,Tennessee,61553
Gibson County,Tennessee,59009
Giles County,Tennessee,61476
Grainger County,Tennessee,51351
Greene County,Tennessee,54071
Grundy County,Tennessee,45573
Hamblen County,Tennessee,52794
Hamilton County,Tennessee,72568
Hancock County,Tennessee,31995
Hardeman County,Tennessee,46173
Hardin County,Tennessee,49149
Hawkins County,Tennessee,55278
Haywood County,Tennessee,43513
Henderson County,Tennessee,53471
Henry County,Tennessee,48540
Hickman County,Tennessee,57223
Houston County,Tennessee,54475
Humphreys County,Tennessee,59333
Jackson County,Tennessee,41475
Jefferson County,Tennessee,63084
Johnson County,Tennessee,52152
Knox County,Tennessee,71662
Lake County,Tennessee,30500
Lauderdale County,Tennessee,49205
Lawrence County,Tennessee,53233
Lewis County,Tennessee,49477
Lincoln County,Tennessee,63115
Loudon County,Tennessee,80296
McMinn County,Tennessee,59674
McNairy County,Tennessee,50714
Macon County,Tennessee,56269
Madison County,Tennessee,58189
Marion County,Tennessee,58103
Marshall County,Tennessee,70829
Maury County,Tennessee,74162
Meigs County,Tennessee,58395
Monroe County,Tennessee,56648
Montgomery County,Tennessee,72365
Moore County,Tennessee,66687
Morgan County,Tennessee,57408
Obion County,Tennessee,53102
Overton County,Tennessee,46159
Perry County,Tennessee,50489
Pickett County,Tennessee,44591
Polk County,Tennessee,60227
Putnam County,Tennessee,56537
Rhea County,Tennessee,58133
Roane County,Tennessee,66218
Robertson County,Tennessee,78439
Rutherford County,Tennessee,82588
Scott County,Tennessee,42679
Sequatchie County,Tennessee,52260
Sevier County,Tennessee,63829
Shelby County,Tennessee,62337
Smith County,Tennessee,62799
Stewart County,Tennessee,62052
Sullivan County,Tennessee,56802
Sumner County,Tennessee,86005
Tipton County,Tennessee,71736
Trousdale County,Tennessee,63190
Unicoi County,Tennessee,50381
Union County,Tennessee,61858
Van Buren County,Tennessee,60281
Warren County,Tennessee,54088
Washington County,Tennessee,61051
Wayne County,Tennessee,52824
Weakley County,Tennessee,49502
White County,Tennessee,52206
Williamson County,Tennessee,131202
Wilson County,Tennessee,94048
Anderson County,Texas,58846
Andrews County,Texas,76902
Angelina County,Texas,58847
Aransas County,Texas,61754
Archer County,Texas,71958
Armstrong County,Texas,68462
Atascosa County,Texas,69413
Austin County,Texas,75994
Bailey County,Texas,70625
Bandera County,Texas,69703
Bastrop County,Texas,82730
Baylor County,Texas,42313
Bee County,Texas,56075
Bell County,Texas,66051
Bexar County,Texas,70571
Blanco County,Texas,87564
Borden County,Texas,64250
Bosque County,Texas,69339
Bowie County,Texas,59295
Brazoria County,Texas,95155
Brazos County,Texas,58388
Brewster County,Texas,52612
Briscoe County,Texas,41188
Brooks County,Texas,31310
Brown County,Texas,55305
Burleson County,Texas,72888
Burnet County,Texas,77158
Caldwell County,Texas,68503
Calhoun County,Texas,71870
Callahan County,Texas,68455
Cameron County,Texas,51334
Camp County,Texas,55061
Carson County,Texas,84583
Cass County,Texas,54328
Castro County,Texas,63485
Chambers County,Texas,108114
Cherokee County,Texas,59830
Childress County,Texas,60333
Clay County,Texas,77355
Cochran County,Texas,42137
Coke County,Texas,46431
Coleman County,Texas,52364
Collin County,Texas,117588
Collingsworth County,Texas,60165
Colorado County,Texas,68554
Comal County,Texas,99015
Comanche County,Texas,59946
Concho County,Texas,59632
Cooke County,Texas,72472
Coryell County,Texas,68904
Cottle County,Texas,58819
Crane County,Texas,59915
Crockett County,Texas,81739
Crosby County,Texas,52197
Culberson County,Texas,42672
Dallam County,Texas,72332
Dallas County,Texas,74149
Dawson County,Texas,55789
Deaf Smith County,Texas,54114
Delta County,Texas,62855
Denton County,Texas,108185
DeWitt County,Texas,64014
Dickens County,Texas,50417
Dimmit County,Texas,33409
Donley County,Texas,56648
Duval County,Texas,50081
Eastland County,Texas,51741
Ector County,Texas,71031
Edwards County,Texas,38500
Ellis County,Texas,95898
El Paso County,Texas,58859
Erath County,Texas,65351
Falls County,Texas,55372
Fannin County,Texas,68377
Fayette County,Texas,76541
Fisher County,Texas,64700
Floyd County,Texas,55461
Foard County,Texas,42212
Fort Bend County,Texas,113409
Franklin County,Texas,66800
Freestone County,Texas,58460
Frio County,Texas,60098
Gaines County,Texas,76605
Galveston County,Texas,85348
Garza County,Texas,50545
Gillespie County,Texas,67799
Glasscock County,Texas,106806
Goliad County,Texas,59556
Gonzales County,Texas,59355
Gray County,Texas,56082
Grayson County,Texas,70455
Gregg County,Texas,64809
Grimes County,Texas,67080
Guadalupe County,Texas,93776
Hale County,Texas,52788
Hall County,Texas,46728
Hamilton County,Texas,55339
Hansford County,Texas,68299
Hardeman County,Texas,61179
Hardin County,Texas,72532
Harris County,Texas,73104
Harrison County,Texas,66040
Hartley County,Texas,82122
Haskell County,Texas,54044
Hays County,Texas,85827
Hemphill County,Texas,72052
Henderson County,Texas,63955
Hidalgo County,Texas,52281
Hill County,Texas,63147
Hockley County,Texas,54810
Hood County,Texas,86802
Hopkins County,Texas,64725
Houston County,Texas,54563
Howard County,Texas,71457
Hudspeth County,Texas,39336
Hunt County,Texas,70112
Hutchinson County,Texas,65470
Irion County,Texas,58125
Jack County,Texas,65693
Jackson County,Texas,61752
Jasper County,Texas,49919
Jeff Davis County,Texas,32625
Jefferson County,Texas,59934
Jim Hogg County,Texas,42230
Jim Wells County,Texas,47492
Johnson County,Texas,81826
Jones County,Texas,63472
Karnes County,Texas,59103
Kaufman County,Texas,88606
Kendall County,Texas,110498
Kenedy County,Texas,-
Kent County,Texas,71420
Kerr County,Texas,67927
Kimble County,Texas,65703
King County,Texas,70192
Kinney County,Texas,66341
Kleberg County,Texas,57612
Knox County,Texas,56304
Lamar County,Texas,61122
Lamb County,Texas,56997
Lampasas County,Texas,76919
La Salle County,Texas,55469
Lavaca County,Texas,61768
Lee County,Texas,66000
Leon County,Texas,59975
Liberty County,Texas,64773
Limestone County,Texas,58109
Lipscomb County,Texas,71442
Live Oak County,Texas,53869
Llano County,Texas,65636
Loving County,Texas,51087
Lubbock County,Texas,63367
Lynn County,Texas,57411
McCulloch County,Texas,51919
McLennan County,Texas,63888
McMullen County,Texas,45833
Madison County,Texas,67128
Marion County,Texas,47447
Martin County,Texas,77083
Mason County,Texas,68750
Matagorda County,Texas,55174
Maverick County,Texas,51270
Medina County,Texas,73462
Menard County,Texas,48191
Midland County,Texas,93984
Milam County,Texas,59076
Mills County,Texas,64494
Mitchell County,Texas,56033
Montague County,Texas,62818
Montgomery County,Texas,97266
Moore County,Texas,61325
Morris County,Texas,55082
Motley County,Texas,62857
Nacogdoches County,Texas,51528
Navarro County,Texas,59310
Newton County,Texas,41044
Nolan County,Texas,50160
Nueces County,Texas,66021
Ochiltree County,Texas,64988
Oldham County,Texas,76402
Orange County,Texas,73372
Palo Pinto County,Texas,64972
Panola County,Texas,62593
Parker County,Texas,102099
Parmer County,Texas,68164
Pecos County,Texas,67689
Polk County,Texas,59066
Potter County,Texas,50448
Presidio County,Texas,29014
Rains County,Texas,64874
Randall County,Texas,80905
Reagan County,Texas,70288
Real County,Texas,45417
Red River County,Texas,46912
Reeves County,Texas,56056
Refugio County,Texas,58016
Roberts County,Texas,66118
Robertson County,Texas,66250
Rockwall County,Texas,124917
Runnels County,Texas,63490
Rusk County,Texas,67506
Sabine County,Texas,59924
San Augustine County,Texas,46338
San Jacinto County,Texas,59526
San Patricio County,Texas,67512
San Saba County,Texas,54855
Schleicher County,Texas,90141
Scurry County,Texas,62689
Shackelford County,Texas,64659
Shelby County,Texas,50436
Sherman County,Texas,74167
Smith County,Texas,71923
Somervell County,Texas,83382
Starr County,Texas,38182
Stephens County,Texas,54695
Sterling County,Texas,78750
Stonewall County,Texas,61250
Sutton County,Texas,75000
Swisher County,Texas,39031
Tarrant County,Texas,81905
Taylor County,Texas,66406
Terrell County,Texas,46989
Terry County,Texas,45905
Throckmorton County,Texas,58864
Titus County,Texas,59220
Tom Green County,Texas,66254
Travis County,Texas,97169
Trinity County,Texas,51663
Tyler County,Texas,50647
Upshur County,Texas,62794
Upton County,Texas,52321
Uvalde County,Texas,57849
Val Verde County,Texas,59673
Van Zandt County,Texas,68274
Victoria County,Texas,70101
Walker County,Texas,49862
Waller County,Texas,76135
Ward County,Texas,71719
Washington County,Texas,75085
Webb County,Texas,62506
Wharton County,Texas,66100
Wheeler County,Texas,67964
Wichita County,Texas,62168
Wilbarger County,Texas,51626
Willacy County,Texas,45645
Williamson County,Texas,108309
Wilson County,Texas,92461
Winkler County,Texas,91898
Wise County,Texas,89897
Wood County,Texas,62524
Yoakum County,Texas,82261
Young County,Texas,63723
Zapata County,Texas,36527
Zavala County,Texas,41887
Beaver County,Utah,85603
Box Elder County,Utah,77865
Cache County,Utah,78292
Carbon County,Utah,53673
Daggett County,Utah,58750
Davis County,Utah,108058
Duchesne County,Utah,74738
Emery County,Utah,69956
Garfield County,Utah,61688
Grand County,Utah,62521
Iron County,Utah,65527
Juab County,Utah,89803
Kane County,Utah,75000
Millard County,Utah,70877
Morgan County,Utah,126092
Piute County,Utah,44650
Rich County,Utah,76875
Salt Lake County,Utah,94658
San Juan County,Utah,54890
Sanpete County,Utah,67459
Sevier County,Utah,73765
Summit County,Utah,137058
Tooele County,Utah,101846
Uintah County,Utah,69861
Utah County,Utah,96877
Wasatch County,Utah,115146
Washington County,Utah,76411
Wayne County,Utah,70074
Weber County,Utah,87083
Addison County,Vermont,88478
Bennington County,Vermont,71494
Caledonia County,Vermont,66075
Chittenden County,Vermont,94310
Essex County,Vermont,58985
Franklin County,Vermont,79078
Grand Isle County,Vermont,90625
Lamoille County,Vermont,69897
Orange County,Vermont,77328
Orleans County,Vermont,66426
Rutland County,Vermont,64778
Washington County,Vermont,79853
Windham County,Vermont,68021
Windsor County,Vermont,75247
Accomack County,Virginia,57500
Albemarle County,Virginia,102617
Alleghany County,Virginia,55160
Amelia County,Virginia,66339
Amherst County,Virginia,67298
Appomattox County,Virginia,62337
Arlington County,Virginia,140160
Augusta County,Virginia,79972
Bath County,Virginia,61709
Bedford County,Virginia,77644
Bland County,Virginia,61375
Botetourt County,Virginia,80467
Brunswick County,Virginia,52978
Buchanan County,Virginia,42216
Buckingham County,Virginia,59199
Campbell County,Virginia,62608
Caroline County,Virginia,86267
Carroll County,Virginia,52575
Charles City County,Virginia,70339
Charlotte County,Virginia,48892
Chesterfield County,Virginia,98910
Clarke County,Virginia,114185
Craig County,Virginia,67778
Culpeper County,Virginia,96098
Cumberland County,Virginia,57057
Dickenson County,Virginia,43831
Dinwiddie County,Virginia,83898
Essex County,Virginia,56481
Fairfax County,Virginia,150113
Fauquier County,Virginia,129495
Floyd County,Virginia,61401
Fluvanna County,Virginia,91959
Franklin County,Virginia,68348
Frederick County,Virginia,95603
Giles County,Virginia,64819
Gloucester County,Virginia,83689
Goochland County,Virginia,118695
Grayson County,Virginia,42864
Greene County,Virginia,85268
Greensville County,Virginia,56759
Halifax County,Virginia,49244
Hanover County,Virginia,109504
Henrico County,Virginia,86397
Henry County,Virginia,48445
Highland County,Virginia,62946
Isle of Wight County,Virginia,96118
James City County,Virginia,107046
King and Queen County,Virginia,72851
King George County,Virginia,110517
King William County,Virginia,85212
Lancaster County,Virginia,67169
Lee County,Virginia,42269
Loudoun County,Virginia,178707
Louisa County,Virginia,80343
Lunenburg County,Virginia,54460
Madison County,Virginia,82972
Mathews County,Virginia,75487
Mecklenburg County,Virginia,51691
Middlesex County,Virginia,74154
Montgomery County,Virginia,70769
Nelson County,Virginia,68525
New Kent County,Virginia,120125
Northampton County,Virginia,55933
Northumberland County,Virginia,69500
Nottoway County,Virginia,62161
Orange County,Virginia,94175
Page County,Virginia,59396
Patrick County,Virginia,50938
Pittsylvania County,Virginia,54115
Powhatan County,Virginia,110667
Prince Edward County,Virginia,55082
Prince George County,Virginia,88225
Prince William County,Virginia,128873
Pulaski County,Virginia,60767
Rappahannock County,Virginia,98125
Richmond County,Virginia,64184
Roanoke County,Virginia,82931
Rockbridge County,Virginia,63975
Rockingham County,Virginia,78468
Russell County,Virginia,49020
Scott County,Virginia,45136
Shenandoah County,Virginia,64437
Smyth County,Virginia,46859
Southampton County,Virginia,68465
