county_name,state_name,state,is_desert
Finney County,Kansas,KS,True
Stanton County,Kansas,KS,True
Rutland County,Vermont,VT,False
Dodge County,Georgia,GA,False
Jenkins County,Georgia,GA,False
Boone County,Indiana,IN,False
Starke County,Indiana,IN,False
Washington County,Tennessee,TN,False
Coffey County,Kansas,KS,False
Dickinson County,Kansas,KS,False
Thomas County,Kansas,KS,True
Grant County,Kansas,KS,True
Elk County,Kansas,KS,False
Carroll County,Virginia,VA,False
Virginia Beach city,Virginia,VA,False
Garfield County,Nebraska,NE,True
Blaine County,Nebraska,NE,True
Banner County,Nebraska,NE,False
Rock County,Nebraska,NE,True
Churchill County,Nevada,NV,True
Carroll County,Tennessee,TN,False
Madison County,Tennessee,TN,False
Hardin County,Tennessee,TN,False
Rice County,Kansas,KS,False
Clark County,Kansas,KS,False
Osborne County,Kansas,KS,False
Warren County,Kentucky,KY,False
Danville city,Virginia,VA,False
Mathews County,Virginia,VA,False
Carson City,Nevada,NV,True
Storey County,Nevada,NV,False
Valencia County,New Mexico,NM,False
Dickson County,Tennessee,TN,False
McLean County,Kentucky,KY,False
Adair County,Kentucky,KY,False
Suffolk city,Virginia,VA,False
Brunswick County,Virginia,VA,False
Torrance County,New Mexico,NM,False
San Miguel County,New Mexico,NM,False
Chaves County,New Mexico,NM,True
Bledsoe County,Tennessee,TN,False
Sequatchie County,Tennessee,TN,False
Lincoln County,Kentucky,KY,False
Boyle County,Kentucky,KY,False
Clarke County,Virginia,VA,False
Columbia County,Washington,WA,False
Los Alamos County,New Mexico,NM,False
Albany County,New York,NY,False
Brooke County,West Virginia,WV,False
Summers County,West Virginia,WV,False
Lee County,Kentucky,KY,False
Webster County,Kentucky,KY,False
Mercer County,West Virginia,WV,False
Preston County,West Virginia,WV,False
Alamance County,North Carolina,NC,False
Durham County,North Carolina,NC,False
Jackson County,West Virginia,WV,False
Walworth County,Wisconsin,WI,False
Monroe County,Kentucky,KY,False
Hancock County,Kentucky,KY,False
Ohio County,West Virginia,WV,False
Grant County,Arkansas,AR,False
Catawba County,North Carolina,NC,False
Lincoln County,North Carolina,NC,False
Ozaukee County,Wisconsin,WI,False
Brown County,Wisconsin,WI,False
Yankton County,South Dakota,SD,False
Gregory County,South Dakota,SD,True
Logan County,Arkansas,AR,False
Searcy County,Arkansas,AR,True
Amador County,California,CA,False
Otero County,Colorado,CO,True
Burleigh County,North Dakota,ND,False
Oconto County,Wisconsin,WI,False
Manitowoc County,Wisconsin,WI,False
Todd County,South Dakota,SD,False
Deuel County,South Dakota,SD,False
Brookings County,South Dakota,SD,False
Pueblo County,Colorado,CO,True
Alamosa County,Colorado,CO,False
Bent County,Colorado,CO,False
Mercer County,North Dakota,ND,True
Steele County,North Dakota,ND,False
Sheridan County,North Dakota,ND,True
Lafayette County,Wisconsin,WI,False
Vilas County,Wisconsin,WI,False
St. Croix County,Wisconsin,WI,False
Lawrence County,South Dakota,SD,False
Corson County,South Dakota,SD,False
Broomfield County,Colorado,CO,False
Hardee County,Florida,FL,False
Liberty County,Florida,FL,False
Jeff Davis County,Georgia,GA,False
Marion County,Georgia,GA,False
Weston County,Wyoming,WY,True
Franklin County,Arkansas,AR,False
St. Francis County,Arkansas,AR,False
Wayne County,Tennessee,TN,False
Laurens County,Georgia,GA,False
Crisp County,Georgia,GA,False
Atkinson County,Georgia,GA,False
Bibb County,Alabama,AL,False
Bowman County,North Dakota,ND,True
Pipestone County,Minnesota,MN,False
Howell County,Missouri,MO,True
Marion County,Tennessee,TN,False
Lake County,Tennessee,TN,False
Rockdale County,Georgia,GA,False
Bartow County,Georgia,GA,False
Schuyler County,Illinois,IL,False
Gooding County,Idaho,ID,False
Stone County,Missouri,MO,False
Franklin County,Nebraska,NE,False
Carroll County,Illinois,IL,False
Montgomery County,Tennessee,TN,False
Stewart County,Tennessee,TN,False
Douglas County,Georgia,GA,False
Worth County,Georgia,GA,False
Custer County,Idaho,ID,True
Bond County,Illinois,IL,False
Warren County,Illinois,IL,False
Perry County,Illinois,IL,False
Hamilton County,Illinois,IL,False
Butler County,Kansas,KS,False
Franklin County,Indiana,IN,False
Taylor County,Iowa,IA,False
Kossuth County,Iowa,IA,False
Willacy County,Texas,TX,False
Webb County,Texas,TX,True
Harris County,Texas,TX,False
Gaines County,Texas,TX,False
Parmer County,Texas,TX,False
Clayton County,Georgia,GA,False
Morgan County,Georgia,GA,False
Richland County,Illinois,IL,False
Jasper County,Illinois,IL,False
Effingham County,Illinois,IL,False
Montgomery County,Kansas,KS,False
Decatur County,Kansas,KS,True
Jewell County,Kansas,KS,True
Hancock County,Indiana,IN,False
Fannin County,Texas,TX,False
Dallam County,Texas,TX,True
Orleans County,Vermont,VT,False
Bacon County,Georgia,GA,False
Lumpkin County,Georgia,GA,False
Marshall County,Indiana,IN,False
Monona County,Iowa,IA,False
Davis County,Iowa,IA,False
Fayette County,Iowa,IA,False
Boone County,Iowa,IA,False
Washington County,Iowa,IA,False
Linn County,Iowa,IA,False
Clarke County,Iowa,IA,False
Wallowa County,Oregon,OR,True
Umatilla County,Oregon,OR,False
Carroll County,New Hampshire,NH,False
Sullivan County,New Hampshire,NH,False
Curry County,New Mexico,NM,True
Jackson County,Iowa,IA,False
Isabella County,Michigan,MI,False
Dickinson County,Iowa,IA,False
Iowa County,Iowa,IA,False
Monroe County,Iowa,IA,False
Wright County,Iowa,IA,False
Kingman County,Kansas,KS,False
McPherson County,Kansas,KS,False
Pratt County,Kansas,KS,False
Jackson County,Oregon,OR,False
Crawford County,Pennsylvania,PA,False
Eddy County,New Mexico,NM,True
Steuben County,New York,NY,False
Hancock County,Illinois,IL,False
Boundary County,Idaho,ID,True
Oakland County,Michigan,MI,False
Emmet County,Michigan,MI,True
Tazewell County,Illinois,IL,False
Douglas County,Kansas,KS,False
Lane County,Kansas,KS,True
Anderson County,Kansas,KS,False
Greenwood County,Kansas,KS,False
Bradford County,Pennsylvania,PA,False
Bristol County,Rhode Island,RI,False
Dillon County,South Carolina,SC,False
Worcester County,Massachusetts,MA,False
Mackinac County,Michigan,MI,False
Teton County,Idaho,ID,False
Latah County,Idaho,ID,False
Clare County,Michigan,MI,False
Sioux County,Iowa,IA,False
Cottonwood County,Minnesota,MN,False
Sandusky County,Ohio,OH,False
Cameron Parish,Louisiana,LA,False
Keweenaw County,Michigan,MI,False
Van Buren County,Michigan,MI,False
St. Joseph County,Michigan,MI,False
Bonner County,Idaho,ID,True
Jo Daviess County,Illinois,IL,False
Johnson County,Iowa,IA,False
Aitkin County,Minnesota,MN,False
Barber County,Kansas,KS,False
Miami County,Kansas,KS,False
Claiborne Parish,Louisiana,LA,False
Calcasieu Parish,Louisiana,LA,False
Frederick County,Maryland,MD,False
Schoolcraft County,Michigan,MI,True
Antrim County,Michigan,MI,False
Sangamon County,Illinois,IL,False
Benewah County,Idaho,ID,False
Oklahoma County,Oklahoma,OK,False
Canadian County,Oklahoma,OK,False
Essex County,Massachusetts,MA,False
Nantucket County,Massachusetts,MA,False
Orleans County,New York,NY,False
Putnam County,New York,NY,False
Jackson County,Minnesota,MN,False
Winona County,Minnesota,MN,False
Traverse County,Minnesota,MN,False
Monroe County,Illinois,IL,False
Gallatin County,Illinois,IL,False
Caddo County,Oklahoma,OK,False
Bullock County,Alabama,AL,False
Phillips County,Kansas,KS,True
Queens County,New York,NY,False
Franklin County,New York,NY,False
Rensselaer County,New York,NY,False
Mower County,Minnesota,MN,False
Harrison County,Mississippi,MS,True
Union County,Illinois,IL,False
White County,Illinois,IL,False
Washington County,Kansas,KS,False
Chautauqua County,Kansas,KS,False
Meade County,Kansas,KS,False
Harper County,Kansas,KS,False
Wallace County,Kansas,KS,True
Columbia County,New York,NY,False
Tioga County,New York,NY,False
Hancock County,Mississippi,MS,False
Wayne County,Mississippi,MS,False
George County,Mississippi,MS,False
Lawrence County,Illinois,IL,False
Mercer County,Illinois,IL,False
Stephenson County,Illinois,IL,False
Montgomery County,New York,NY,False
Clay County,Alabama,AL,False
McCracken County,Kentucky,KY,False
Union County,North Carolina,NC,False
McDonald County,Missouri,MO,False
Taney County,Missouri,MO,False
Barton County,Missouri,MO,False
Woodford County,Illinois,IL,False
Linn County,Kansas,KS,False
Cole County,Missouri,MO,False
Seneca County,New York,NY,False
Kenton County,Kentucky,KY,False
Avery County,North Carolina,NC,False
Gates County,North Carolina,NC,False
Buchanan County,Missouri,MO,False
Platte County,Missouri,MO,False
McLean County,Illinois,IL,False
Macon County,Illinois,IL,False
Tompkins County,New York,NY,False
Campbell County,Kentucky,KY,False
Warren County,North Carolina,NC,False
McIntosh County,North Dakota,ND,False
Preble County,Ohio,OH,False
Nodaway County,Missouri,MO,False
Lewis County,Missouri,MO,False
Jasper County,Missouri,MO,False
Johnson County,Kansas,KS,False
Carroll County,Kentucky,KY,False
Collin County,Texas,TX,False
Brown County,Ohio,OH,False
Meigs County,Ohio,OH,False
Barry County,Missouri,MO,False
Ralls County,Missouri,MO,False
Mercer County,Missouri,MO,False
Hudson County,New Jersey,NJ,False
Warren County,Indiana,IN,False
Racine County,Wisconsin,WI,False
White County,Indiana,IN,False
Cass County,Indiana,IN,False
Johnson County,Indiana,IN,False
Monroe County,Ohio,OH,False
Columbiana County,Ohio,OH,False
Park County,Montana,MT,False
Sheridan County,Montana,MT,True
Kimball County,Nebraska,NE,False
Chase County,Nebraska,NE,True
Champaign County,Illinois,IL,False
Sedgwick County,Kansas,KS,False
Elkhart County,Indiana,IN,False
Howard County,Indiana,IN,False
Brown County,Indiana,IN,False
Morgan County,Indiana,IN,False
Allen County,Indiana,IN,False
Wabash County,Indiana,IN,False
Lorain County,Ohio,OH,False
Trumbull County,Ohio,OH,False
Alfalfa County,Oklahoma,OK,False
Thayer County,Nebraska,NE,False
Scotts Bluff County,Nebraska,NE,False
Cedar County,Nebraska,NE,False
Ohio County,Indiana,IN,False
Wayne County,Indiana,IN,False
Randolph County,Indiana,IN,False
Ripley County,Indiana,IN,False
Clinton County,Indiana,IN,False
Putnam County,Indiana,IN,False
Texas County,Oklahoma,OK,True
Washington County,Oklahoma,OK,False
Love County,Oklahoma,OK,False
Boyd County,Nebraska,NE,True
Cass County,Nebraska,NE,False
Kent County,Michigan,MI,False
Henry County,Illinois,IL,False
Wayne County,Iowa,IA,False
Crawford County,Indiana,IN,False
Owen County,Indiana,IN,False
Cerro Gordo County,Iowa,IA,False
Roger Mills County,Oklahoma,OK,True
Sioux County,Nebraska,NE,False
Otoe County,Nebraska,NE,False
Nye County,Nevada,NV,True
Shiawassee County,Michigan,MI,False
Decatur County,Iowa,IA,False
Des Moines County,Iowa,IA,False
Waushara County,Wisconsin,WI,False
Converse County,Wyoming,WY,False
Niobrara County,Wyoming,WY,True
Sharp County,Arkansas,AR,False
Bracken County,Kentucky,KY,False
Dukes County,Massachusetts,MA,False
Berkshire County,Massachusetts,MA,False
Morgan County,Illinois,IL,False
Crittenden County,Arkansas,AR,False
Ashtabula County,Ohio,OH,False
Morrow County,Oregon,OR,False
Greene County,Arkansas,AR,False
Montrose County,Colorado,CO,True
Branch County,Michigan,MI,False
Sussex County,New Jersey,NJ,False
Cortland County,New York,NY,False
Marion County,Arkansas,AR,False
Potter County,Pennsylvania,PA,False
Mercer County,Pennsylvania,PA,False
Sterling County,Texas,TX,False
Roanoke city,Virginia,VA,False
Greater Bridgeport Planning Region,Connecticut,CT,False
Broward County,Florida,FL,False
Volusia County,Florida,FL,False
Schuyler County,New York,NY,False
Hamilton County,New York,NY,False
Wilson County,North Carolina,NC,False
Chisago County,Minnesota,MN,False
Martin County,Minnesota,MN,False
Alcona County,Michigan,MI,False
Appomattox County,Virginia,VA,False
Smyth County,Virginia,VA,False
Harris County,Georgia,GA,False
Haralson County,Georgia,GA,False
Dade County,Georgia,GA,False
Alexander County,North Carolina,NC,False
Watauga County,North Carolina,NC,False
Lauderdale County,Mississippi,MS,False
Alcorn County,Mississippi,MS,False
Bolivar County,Mississippi,MS,False
Radford city,Virginia,VA,False
Fredericksburg city,Virginia,VA,False
Rappahannock County,Virginia,VA,False
Hopewell city,Virginia,VA,False
Galax city,Virginia,VA,False
Thomas County,Georgia,GA,False
Stewart County,Georgia,GA,False
Nelson County,North Dakota,ND,False
Logan County,North Dakota,ND,False
Clark County,Ohio,OH,False
Delaware County,Ohio,OH,False
Monroe County,Mississippi,MS,False
Buffalo County,South Dakota,SD,True
Jackson County,Wisconsin,WI,False
Calumet County,Wisconsin,WI,False
Barron County,Wisconsin,WI,False
Langlade County,Wisconsin,WI,False
Clinch County,Georgia,GA,False
Pope County,Illinois,IL,False
Clark County,Illinois,IL,False
Miami County,Ohio,OH,False
Union County,Ohio,OH,False
Carroll County,Ohio,OH,False
Haywood County,Tennessee,TN,False
Chester County,Tennessee,TN,False
Lenawee County,Michigan,MI,False
Sanilac County,Michigan,MI,True
Whiteside County,Illinois,IL,False
Clark County,Indiana,IN,False
Logan County,Oklahoma,OK,False
McIntosh County,Oklahoma,OK,False
Lewis County,Tennessee,TN,False
Overton County,Tennessee,TN,False
Cheboygan County,Michigan,MI,False
Iosco County,Michigan,MI,True
Sullivan County,Indiana,IN,False
Jefferson County,Indiana,IN,False
Porter County,Indiana,IN,False
Okfuskee County,Oklahoma,OK,False
Dewey County,Oklahoma,OK,False
Hays County,Texas,TX,False
Denton County,Texas,TX,False
Lubbock County,Texas,TX,False
Runnels County,Texas,TX,False
Wabasha County,Minnesota,MN,False
Amite County,Mississippi,MS,False
Jay County,Indiana,IN,False
Vanderburgh County,Indiana,IN,False
Switzerland County,Indiana,IN,False
Polk County,Oregon,OR,False
Lehigh County,Pennsylvania,PA,False
Kendall County,Texas,TX,False
Medina County,Texas,TX,False
Jim Wells County,Texas,TX,False
Hamilton County,Texas,TX,False
Coahoma County,Mississippi,MS,False
Walthall County,Mississippi,MS,False
Ozark County,Missouri,MO,False
Ottawa County,Michigan,MI,False
Livingston County,Michigan,MI,False
Knox County,Illinois,IL,False
Lackawanna County,Pennsylvania,PA,False
Montour County,Pennsylvania,PA,False
McCook County,South Dakota,SD,False
Limestone County,Texas,TX,False
Hall County,Texas,TX,True
Lynn County,Texas,TX,False
Crosby County,Texas,TX,False
Edwards County,Texas,TX,True
Nuckolls County,Nebraska,NE,False
Sarpy County,Nebraska,NE,False
Deuel County,Nebraska,NE,True
Manistee County,Michigan,MI,False
Mitchell County,Iowa,IA,False
Washtenaw County,Michigan,MI,False
Mills County,Iowa,IA,False
Hutchinson County,South Dakota,SD,False
Custer County,South Dakota,SD,False
San Francisco County,California,CA,False
Cheyenne County,Colorado,CO,True
Coosa County,Alabama,AL,False
Avoyelles Parish,Louisiana,LA,False
Washington County,Nebraska,NE,False
Ocean County,New Jersey,NJ,False
Bureau County,Illinois,IL,False
Sumner County,Kansas,KS,False
Winston County,Alabama,AL,False
Baltimore city,Maryland,MD,False
Bell County,Texas,TX,False
Bastrop County,Texas,TX,False
Taylor County,Texas,TX,False
Griggs County,North Dakota,ND,False
Shelby County,Ohio,OH,False
Koochiching County,Minnesota,MN,True
Sherman County,Kansas,KS,True
Graves County,Kentucky,KY,False
Prairie County,Montana,MT,False
Indian River County,Florida,FL,False
Chowan County,North Carolina,NC,False
Holmes County,Ohio,OH,False
Luce County,Michigan,MI,True
Kandiyohi County,Minnesota,MN,False
Pope County,Minnesota,MN,False
Neshoba County,Mississippi,MS,False
Dale County,Alabama,AL,False
Kay County,Oklahoma,OK,False
Okaloosa County,Florida,FL,False
Early County,Georgia,GA,False
Perquimans County,North Carolina,NC,False
Golden Valley County,North Dakota,ND,False
Burke County,North Dakota,ND,True
Benton County,Mississippi,MS,False
Hickory County,Missouri,MO,False
Dent County,Missouri,MO,False
Lincoln County,Nebraska,NE,False
Hamilton County,Nebraska,NE,False
Perkins County,South Dakota,SD,True
Boyd County,Kentucky,KY,False
Douglas County,South Dakota,SD,False
Cumberland County,Maine,ME,False
Echols County,Georgia,GA,False
Quitman County,Georgia,GA,False
Lawrence County,Ohio,OH,False
Gallia County,Ohio,OH,False
Defiance County,Ohio,OH,False
Towner County,North Dakota,ND,False
Lincoln County,Wyoming,WY,True
Washington County,Wisconsin,WI,False
Marquette County,Wisconsin,WI,False
Liberty County,Texas,TX,False
Cabarrus County,North Carolina,NC,False
Fannin County,Georgia,GA,False
Floyd County,Georgia,GA,False
Cimarron County,Oklahoma,OK,False
Lake County,Oregon,OR,True
McKean County,Pennsylvania,PA,False
Wirt County,West Virginia,WV,False
Portage County,Wisconsin,WI,True
Green Lake County,Wisconsin,WI,False
Pontotoc County,Oklahoma,OK,False
Mayes County,Oklahoma,OK,False
Waseca County,Minnesota,MN,False
Murray County,Minnesota,MN,False
Dodge County,Minnesota,MN,False
Pennington County,Minnesota,MN,False
Lincoln County,Mississippi,MS,False
Susquehanna County,Pennsylvania,PA,False
Bon Homme County,South Dakota,SD,False
McNairy County,Tennessee,TN,False
Clay County,Tennessee,TN,False
Rusk County,Wisconsin,WI,False
Columbia County,Wisconsin,WI,False
Washita County,Oklahoma,OK,False
Rogers County,Oklahoma,OK,False
Pushmataha County,Oklahoma,OK,False
Leake County,Mississippi,MS,False
Oktibbeha County,Mississippi,MS,False
Jones County,Mississippi,MS,False
Tallahatchie County,Mississippi,MS,False
Pulaski County,Arkansas,AR,False
Richland County,Wisconsin,WI,False
Waupaca County,Wisconsin,WI,False
Outagamie County,Wisconsin,WI,False
Woodward County,Oklahoma,OK,False
Johnston County,Oklahoma,OK,False
Lebanon County,Pennsylvania,PA,False
Pontotoc County,Mississippi,MS,False
Scott County,Mississippi,MS,False
Winston County,Mississippi,MS,False
Grenada County,Mississippi,MS,False
Hardeman County,Texas,TX,False
Wheeler County,Texas,TX,True
Bailey County,Texas,TX,False
Van Buren County,Tennessee,TN,False
Tarrant County,Texas,TX,False
Cambria County,Pennsylvania,PA,False
Lycoming County,Pennsylvania,PA,False
Choctaw County,Mississippi,MS,False
Johnson County,Missouri,MO,False
Shannon County,Missouri,MO,False
Wichita County,Texas,TX,True
Millard County,Utah,UT,True
King George County,Virginia,VA,False
McCulloch County,Texas,TX,False
Gonzales County,Texas,TX,False
Hood County,Texas,TX,False
Jefferson County,Pennsylvania,PA,False
Bedford County,Pennsylvania,PA,False
Gasconade County,Missouri,MO,False
Lawrence County,Missouri,MO,False
Grundy County,Missouri,MO,False
Texas County,Missouri,MO,False
Henry County,Virginia,VA,False
Yoakum County,Texas,TX,False
Howard County,Texas,TX,False
Coryell County,Texas,TX,False
Tom Green County,Texas,TX,True
Fayette County,Texas,TX,False
Throckmorton County,Texas,TX,True
Archer County,Texas,TX,False
Snyder County,Pennsylvania,PA,False
Wyoming County,Pennsylvania,PA,False
Randolph County,Missouri,MO,False
Livingston County,Missouri,MO,False
Maries County,Missouri,MO,False
Shelby County,Missouri,MO,False
Grayson County,Virginia,VA,False
Skamania County,Washington,WA,False
Atascosa County,Texas,TX,False
Erath County,Texas,TX,False
Potter County,Texas,TX,False
Moore County,Texas,TX,False
Hutchinson County,Texas,TX,False
Mason County,Texas,TX,True
Barnwell County,South Carolina,SC,False
Dade County,Missouri,MO,False
St. Clair County,Missouri,MO,False
Scotland County,Missouri,MO,False
Wheatland County,Montana,MT,True
Asotin County,Washington,WA,False
Garfield County,Washington,WA,False
Bandera County,Texas,TX,False
Lamb County,Texas,TX,False
Goliad County,Texas,TX,False
Baylor County,Texas,TX,False
Martin County,Texas,TX,False
Saluda County,South Carolina,SC,False
Chester County,South Carolina,SC,False
Custer County,Montana,MT,False
Garfield County,Montana,MT,True
Carter County,Montana,MT,True
Wibaux County,Montana,MT,False
Mason County,West Virginia,WV,False
Milwaukee County,Wisconsin,WI,False
Knox County,Texas,TX,True
Somervell County,Texas,TX,False
Frio County,Texas,TX,False
Madison County,Texas,TX,False
San Saba County,Texas,TX,False
Kent County,Texas,TX,False
Potter County,South Dakota,SD,True
Day County,South Dakota,SD,False
Davison County,South Dakota,SD,False
Kingsbury County,South Dakota,SD,False
Hamlin County,South Dakota,SD,False
Holt County,Nebraska,NE,True
Hall County,Nebraska,NE,False
Madison County,Nebraska,NE,False
La Crosse County,Wisconsin,WI,False
Vernon County,Wisconsin,WI,False
Childress County,Texas,TX,True
Stonewall County,Texas,TX,False
Stark County,North Dakota,ND,True
Stutsman County,North Dakota,ND,False
Kidder County,North Dakota,ND,False
Bennett County,South Dakota,SD,False
Butte County,South Dakota,SD,False
Buffalo County,Nebraska,NE,True
Seward County,Nebraska,NE,False
Adams County,Nebraska,NE,False
Poinsett County,Arkansas,AR,False
Van Buren County,Arkansas,AR,False
Lincoln County,Arkansas,AR,False
Culberson County,Texas,TX,True
Schleicher County,Texas,TX,False
LaMoure County,North Dakota,ND,False
Auglaize County,Ohio,OH,False
Fairfield County,Ohio,OH,False
Oglala Lakota County,South Dakota,SD,False
Decatur County,Tennessee,TN,False
Wolfe County,Kentucky,KY,False
Magoffin County,Kentucky,KY,False
Keith County,Nebraska,NE,False
Antelope County,Nebraska,NE,False
Platte County,Nebraska,NE,False
Armstrong County,Texas,TX,False
Concho County,Texas,TX,False
Beaver County,Utah,UT,False
Montgomery County,Virginia,VA,False
Stark County,Ohio,OH,False
Highland County,Ohio,OH,False
Hancock County,Ohio,OH,False
Trimble County,Kentucky,KY,False
Henry County,Kentucky,KY,False
Iberia Parish,Louisiana,LA,True
Ouachita Parish,Louisiana,LA,False
Polk County,Nebraska,NE,False
Thurston County,Nebraska,NE,False
Hayes County,Nebraska,NE,False
Manassas city,Virginia,VA,False
Cumberland County,Virginia,VA,False
Charlottesville city,Virginia,VA,False
Henry County,Ohio,OH,False
Knox County,Ohio,OH,False
Marion County,Ohio,OH,False
Morrow County,Ohio,OH,False
Geauga County,Ohio,OH,False
West Baton Rouge Parish,Louisiana,LA,False
Kennebec County,Maine,ME,False
Cibola County,New Mexico,NM,True
Roosevelt County,New Mexico,NM,False
Union County,New Mexico,NM,True
Charles City County,Virginia,VA,False
Craig County,Virginia,VA,False
Emporia city,Virginia,VA,False
Fairfax city,Virginia,VA,False
Lexington city,Virginia,VA,False
Madison County,Ohio,OH,False
Ashland County,Ohio,OH,False
Coshocton County,Ohio,OH,False
Fayette County,Ohio,OH,False
Newaygo County,Michigan,MI,False
Mecosta County,Michigan,MI,False
Gratiot County,Michigan,MI,False
Clinton County,Michigan,MI,False
Wayne County,New York,NY,False
St. Lawrence County,New York,NY,False
Covington city,Virginia,VA,False
Norton city,Virginia,VA,False
Marion County,West Virginia,WV,False
Noble County,Oklahoma,OK,False
Greer County,Oklahoma,OK,False
Osceola County,Michigan,MI,False
Crawford County,Michigan,MI,False
Dakota County,Minnesota,MN,False
Vance County,North Carolina,NC,False
Rockingham County,North Carolina,NC,False
Adams County,North Dakota,ND,True
Renville County,North Dakota,ND,False
Webster County,West Virginia,WV,False
Putnam County,West Virginia,WV,False
Grady County,Oklahoma,OK,False
Otter Tail County,Minnesota,MN,False
Olmsted County,Minnesota,MN,False
McLeod County,Minnesota,MN,False
Mille Lacs County,Minnesota,MN,False
Clermont County,Ohio,OH,False
Darke County,Ohio,OH,False
Grant County,Oklahoma,OK,False
Calhoun County,Iowa,IA,False
Macon County,Tennessee,TN,False
Sherman County,Texas,TX,False
Kings County,California,CA,False
Todd County,Minnesota,MN,False
Benton County,Minnesota,MN,False
Fall River County,South Dakota,SD,False
Richmond County,New York,NY,False
Tallapoosa County,Alabama,AL,False
Clay County,Indiana,IN,False
Hanson County,South Dakota,SD,False
Edmunds County,South Dakota,SD,False
Cumberland County,Kentucky,KY,False
Midland County,Michigan,MI,False
Hendry County,Florida,FL,False
Walton County,Georgia,GA,False
Talbot County,Georgia,GA,False
Tift County,Georgia,GA,False
Panola County,Texas,TX,False
Fayette County,Tennessee,TN,False
Alleghany County,North Carolina,NC,False
Dickey County,North Dakota,ND,False
Ramsey County,Minnesota,MN,False
Le Sueur County,Minnesota,MN,False
Bonneville County,Idaho,ID,True
Jefferson County,Idaho,ID,False
Fayette County,Illinois,IL,False
Giles County,Virginia,VA,False
Norfolk city,Virginia,VA,False
Laclede County,Missouri,MO,False
Grand Isle County,Vermont,VT,False
Lamar County,Mississippi,MS,False
Izard County,Arkansas,AR,False
Crowley County,Colorado,CO,False
Piatt County,Illinois,IL,False
Lee County,Illinois,IL,False
Scott County,Illinois,IL,False
Rock County,Wisconsin,WI,False
Laramie County,Wyoming,WY,True
Union County,Pennsylvania,PA,False
Adams County,Washington,WA,True
Winnebago County,Wisconsin,WI,False
Clark County,Wisconsin,WI,True
Jasper County,Georgia,GA,False
Saline County,Illinois,IL,False
Decatur County,Indiana,IN,False
Benton County,Iowa,IA,False
Brown County,Illinois,IL,False
Marion County,Indiana,IN,False
Elk County,Pennsylvania,PA,False
Lake County,Michigan,MI,False
Chickasaw County,Mississippi,MS,False
Miller County,Missouri,MO,False
Chambers County,Alabama,AL,False
Boone County,Illinois,IL,False
LaPorte County,Indiana,IN,False
Linn County,Missouri,MO,False
Knox County,Missouri,MO,False
Butler County,Nebraska,NE,False
Sherman County,Nebraska,NE,False
Lee County,North Carolina,NC,False
Moniteau County,Missouri,MO,False
Musselshell County,Montana,MT,False
Nance County,Nebraska,NE,False
Winneshiek County,Iowa,IA,False
Leavenworth County,Kansas,KS,False
Madison County,Arkansas,AR,False
Teller County,Colorado,CO,False
Paulding County,Georgia,GA,False
Lenoir County,North Carolina,NC,False
Socorro County,New Mexico,NM,False
Schenectady County,New York,NY,False
Orange County,North Carolina,NC,False
Rockland County,New York,NY,False
Fayette County,Alabama,AL,False
Benzie County,Michigan,MI,False
Macon County,Georgia,GA,False
Ada County,Idaho,ID,False
Duplin County,North Carolina,NC,False
Ransom County,North Dakota,ND,False
Eddy County,North Dakota,ND,False
Emmons County,North Dakota,ND,False
Cherokee County,Oklahoma,OK,False
Goodhue County,Minnesota,MN,False
Ripley County,Missouri,MO,False
Cherry County,Nebraska,NE,True
Franklin County,Illinois,IL,False
Pershing County,Nevada,NV,True
Lincoln County,New Mexico,NM,False
Cannon County,Tennessee,TN,False
Kerr County,Texas,TX,False
Johnson County,Texas,TX,False
Bosque County,Texas,TX,False
Schuylkill County,Pennsylvania,PA,False
Codington County,South Dakota,SD,False
Houston County,Tennessee,TN,False
Coke County,Texas,TX,False
Union County,New Jersey,NJ,False
Lake County,Ohio,OH,False
Chatham County,North Carolina,NC,False
Dunn County,North Dakota,ND,False
Hill County,Texas,TX,False
Palo Pinto County,Texas,TX,False
Mitchell County,Texas,TX,False
Hale County,Texas,TX,False
Franklin County,Texas,TX,False
Cottle County,Texas,TX,True
Lincoln County,Washington,WA,False
Monroe County,Wisconsin,WI,False
Harper County,Oklahoma,OK,True
Hardeman County,Tennessee,TN,False
Klickitat County,Washington,WA,False
Gillespie County,Texas,TX,False
Comanche County,Texas,TX,False
Brown County,Texas,TX,True
Kimble County,Texas,TX,True
Stephens County,Texas,TX,False
Irion County,Texas,TX,False
Carson County,Texas,TX,False
Donley County,Texas,TX,True
Medina County,Ohio,OH,False
Logan County,Ohio,OH,False
Wyandot County,Ohio,OH,False
Mercer County,Ohio,OH,False
Beckham County,Oklahoma,OK,False
Beaver County,Pennsylvania,PA,False
Lincoln County,Minnesota,MN,False
Pickaway County,Ohio,OH,False
Noble County,Ohio,OH,False
Custer County,Oklahoma,OK,True
Greene County,Ohio,OH,False
Perry County,Ohio,OH,False
Pittsburg County,Oklahoma,OK,False
Clarke County,Mississippi,MS,False
Oregon County,Missouri,MO,False
Atchison County,Missouri,MO,False
Jefferson County,Nebraska,NE,False
Natrona County,Wyoming,WY,True
Martin County,Indiana,IN,False
Payne County,Oklahoma,OK,False
Blaine County,Oklahoma,OK,False
Atoka County,Oklahoma,OK,False
Spink County,South Dakota,SD,False
Martin County,Florida,FL,False
Douglas County,Nevada,NV,True
