county_name,state,mobility_rate
Powell County,KY,0.1047
Sharkey County,MS,0.1047
San Miguel County,NM,0.1046
Itawamba County,MS,0.1043
Glascock County,GA,0.1043
DeSoto County,FL,0.104
Cidra Municipio,PR,0.1039
Jeff Davis County,GA,0.1038
Yell County,AR,0.1037
Izard County,AR,0.1036
Candler County,GA,0.1034
Webster County,MO,0.1034
Lincoln County,KY,0.1031
Irwin County,GA,0.103
Webster County,GA,0.103
Jefferson County,FL,0.1028
Columbia County,FL,0.1027
McDonald County,MO,0.1027
Treutlen County,GA,0.1026
Arecibo Municipio,PR,0.1026
Decatur County,GA,0.1025
Pontotoc County,MS,0.1025
Miller County,GA,0.1023
Leslie County,KY,0.1023
Emporia city,VA,0.1023
Colquitt County,GA,0.1021
Wayne County,KY,0.1021
Terrell County,TX,0.102
Copiah County,MS,0.1018
Luna County,NM,0.1016
Telfair County,GA,0.1014
Richmond city,VA,0.1014
Peach County,GA,0.1012
Wilkinson County,MS,0.101
Torrance County,NM,0.101
Edmonson County,KY,0.1009
Hart County,KY,0.1007
Echols County,GA,0.1007
Penuelas Municipio,PR,0.1006
Putnam County,FL,0.1004
Corozal Municipio,PR,0.1003
Okeechobee County,FL,0.1002
Scott County,AR,0.1001
Knox County,KY,0.1
Lewis County,KY,0.1
Rockcastle County,KY,0.1
Iron County,MO,0.1
Portsmouth city,VA,0.1
Panola County,MS,0.0999
Morgan County,KY,0.0995
Richmond County,GA,0.0994
Tattnall County,GA,0.0993
Grady County,GA,0.0992
Taylor County,GA,0.0984
Kemper County,MS,0.0984
Worth County,GA,0.0981
Claiborne County,TN,0.0975
Dooly County,GA,0.0974
Hendry County,FL,0.0973
Prentiss County,MS,0.0971
Cumberland County,KY,0.097
Fannin County,GA,0.0969
Liberty County,GA,0.0969
Toa Alta Municipio,PR,0.0969
Allen County,KY,0.0968
Hinsdale County,CO,0.0965
Hidalgo County,NM,0.0964
Clayton County,GA,0.0963
Cumberland County,VA,0.0961
Guadalupe County,NM,0.096
Wayne County,MO,0.0958
Jefferson County,GA,0.0957
Aleutians West Census Area,AK,0.0957
Jasper County,GA,0.0954
Lamar County,GA,0.0954
Chattooga County,GA,0.0952
Levy County,FL,0.095
Anasco Municipio,PR,0.095
Adair County,KY,0.0948
Ripley County,MO,0.0947
Dorado Municipio,PR,0.0946
Wilkinson County,GA,0.0945
Coahoma County,MS,0.0943
Campbell County,TN,0.0937
Lee County,AR,0.0936
Caguas Municipio,PR,0.0934
St. Louis city,MO,0.0933
Rincon Municipio,PR,0.0932
Poinsett County,AR,0.0931
Turner County,GA,0.0927
Marion County,GA,0.0926
Breathitt County,KY,0.0926
Calhoun County,FL,0.0923
St. Francis County,AR,0.0921
Morovis Municipio,PR,0.0921
Guayama Municipio,PR,0.0919
Adjuntas Municipio,PR,0.0916
Clay County,TN,0.0914
Clay County,KY,0.0911
Dewey County,SD,0.0907
Union County,FL,0.0906
Leflore County,MS,0.0899
North Slope Borough,AK,0.0898
Alexander County,IL,0.0896
Douglas County,MO,0.0894
Lake and Peninsula Borough,AK,0.0894
Cayey Municipio,PR,0.0889
Johnson County,GA,0.0881
Noxubee County,MS,0.0879
Rio Grande Municipio,PR,0.0876
Casey County,KY,0.0872
Clay County,MS,0.0871
Chickasaw County,MS,0.0867
Brooks County,GA,0.0864
Heard County,GA,0.086
Baltimore city,MD,0.0859
Seminole County,GA,0.0855
Terrell County,GA,0.0854
Jenkins County,GA,0.0851
Pemiscot County,MO,0.0845
Murray County,GA,0.0844
Dougherty County,GA,0.0843
Macon County,GA,0.0842
Washington County,MS,0.0838
Mitchell County,GA,0.0833
Meriwether County,GA,0.0832
Twiggs County,GA,0.0832
Buffalo County,SD,0.0827
Shannon County,MO,0.0822
Carter County,MO,0.082
Cook County,GA,0.0818
Madison Parish,LA,0.0803
Madison County,FL,0.0801
Owsley County,KY,0.0787
Holmes County,MS,0.0777
Jackson County,KY,0.0776
Nome Census Area,AK,0.0771
Warren County,GA,0.0767
Atkinson County,GA,0.0765
Marshall County,MS,0.0764
Yukon-Koyukuk Census Area,AK,0.076
Stewart County,GA,0.076
Menifee County,KY,0.0758
Lanier County,GA,0.0754
Cocke County,TN,0.0754
Mineral County,NV,0.0745
Metcalfe County,KY,0.0744
Ceiba Municipio,PR,0.0742
Cabo Rojo Municipio,PR,0.0736
Talbot County,GA,0.073
Mineral County,CO,0.0725
Fajardo Municipio,PR,0.0719
Graham County,NC,0.0715
East Carroll Parish,LA,0.0709
Bayamon Municipio,PR,0.0708
Franklin County,FL,0.0707
Wolfe County,KY,0.0702
Sunflower County,MS,0.0698
Aleutians East Borough,AK,0.0695
Long County,GA,0.0687
Wheeler County,GA,0.0687
Clay County,GA,0.068
Phillips County,AR,0.0672
Sioux County,ND,0.0663
Benton County,MS,0.0655
Hoke County,NC,0.0654
Dixie County,FL,0.0651
Guanica Municipio,PR,0.0642
Humphreys County,MS,0.062
McIntosh County,GA,0.0609
Aguada Municipio,PR,0.0601
Carolina Municipio,PR,0.06
Gadsden County,FL,0.0598
Jefferson County,MS,0.0597
Quitman County,MS,0.0594
Hancock County,GA,0.0588
Jayuya Municipio,PR,0.0579
Yauco Municipio,PR,0.0572
McCreary County,KY,0.0567
Petersburg city,VA,0.0563
Aibonito Municipio,PR,0.0562
Camuy Municipio,PR,0.0554
Claiborne County,MS,0.0551
Calhoun County,GA,0.0521
Todd County,SD,0.0519
Lajas Municipio,PR,0.0508
Randolph County,GA,0.0507
Tallahatchie County,MS,0.0502
Ponce Municipio,PR,0.0492
Ciales Municipio,PR,0.0485
Isabela Municipio,PR,0.0477
San Sebastian Municipio,PR,0.0461
Vega Alta Municipio,PR,0.0446
Santa Isabel Municipio,PR,0.0445
Tunica County,MS,0.0421
Taliaferro County,GA,0.0419
Toa Baja Municipio,PR,0.0414
Barranquitas Municipio,PR,0.0405
Utuado Municipio,PR,0.0393
Humacao Municipio,PR,0.0377
Moca Municipio,PR,0.0369
Bristol Bay Borough,AK,0.0351
Orocovis Municipio,PR,0.035
San Lorenzo Municipio,PR,0.033
Vega Baja Municipio,PR,0.0321
Yakutat City and Borough,AK,0.0316
Menominee County,WI,0.0311
Luquillo Municipio,PR,0.0292
Villalba Municipio,PR,0.0271
Coamo Municipio,PR,0.027
Manati Municipio,PR,0.0264
Sabana Grande Municipio,PR,0.0249
Kusilvak Census Area,AK,0.0223
Hatillo Municipio,PR,0.0217
Oglala Lakota County,SD,0.0215
Quitman County,GA,0.0207
Juana Diaz Municipio,PR,0.0197
Aguas Buenas Municipio,PR,0.0171
Yabucoa Municipio,PR,0.0159
Comerio Municipio,PR,0.0153
Las Piedras Municipio,PR,0.0132
Juncos Municipio,PR,0.0106
Naranjito Municipio,PR,0.0065
Maunabo Municipio,PR,0.006
Naguabo Municipio,PR,0.002
Salinas Municipio,PR,0.0015
Loiza Municipio,PR,0
Arroyo Municipio,PR,0
Canovanas Municipio,PR,0
Quebradillas Municipio,PR,0
Guayanilla Municipio,PR,0
King County,TX,
Florida Municipio,PR,
Vieques Municipio,PR,
Las Marias Municipio,PR,
Barceloneta Municipio,PR,
Kalawao County,HI,
Petroleum County,MT,
Loving County,TX,
Arthur County,NE,
Hormigueros Municipio,PR,
Culebra Municipio,PR,
Maricao Municipio,PR,
