fips,count,median_earnings,pell_grant_rate,access_score,earnings_score,pell_score,opportunity_score
17095,2,45047.0,0.36455000000000004,0.031746031746031744,0.3832532253984316,0.4025063486805786,24.842628492211578
17097,2,54407.0,0.34014999999999995,0.031746031746031744,0.5016443207690362,0.37556586066026276,27.58614671272024
17107,1,43038.0,0.3908,0.015873015873015872,0.3578421452061725,0.4314894556696478,24.314868661195245
17109,1,54163.0,0.2812,0.015873015873015872,0.49855805717176827,0.3104780832505245,24.906004847589415
17113,2,66494.0,0.26615,0.031746031746031744,0.6545282064254996,0.29386110191012477,29.72152051991
17115,1,51262.0,0.3472,0.015873015873015872,0.461864406779661,0.38334989510875567,25.991349691573134
17117,1,46802.0,0.544,0.015873015873015872,0.4054515557804199,0.6006403886496633,30.817678967823127
17119,1,56346.0,0.3157,0.015873015873015872,0.5261699974702757,0.3485701667218726,26.877125560685084
17137,1,52575.0,0.3512,0.015873015873015872,0.4784720465469264,0.3877663685547091,26.6220730879697
17143,3,69834.0,0.3922999999999999,0.047619047619047616,0.6967746015684291,0.43314563321188027,35.80236894817118
17161,2,60857.0,0.3812,0.031746031746031744,0.583227928155831,0.4208899193993596,31.39337669649699
17163,1,58572.0,0.2909,0.015873015873015872,0.5543258284846951,0.3211880313569615,26.900336430170334
17167,2,71717.0,0.3378,0.031746031746031744,0.7205919554768531,0.37297118251076516,34.07673540946982
17179,1,37366.0,0.2225,0.015873015873015872,0.2860991651909942,0.24566633543115823,16.587885653585207
17183,1,84522.0,0.4828,0.015873015873015872,0.8825575512269163,0.5330683449265762,43.10369751952541
17185,1,37533.0,0.2354,0.015873015873015872,0.28821148494814064,0.25990946229435796,17.078549052195594
17187,1,51110.0,0.3091,0.015873015873015872,0.4599418163420187,0.34128298553604947,24.67166469126268
17195,1,63571.0,0.3824,0.015873015873015872,0.6175562863647862,0.4222148614331457,31.82805506885859
17197,3,62731.333333333336,0.40116666666666667,0.047619047619047616,0.6069356606796527,0.4429354826837437,33.4008962056638
17199,1,34096.0,0.2916,0.015873015873015872,0.24473817353908425,0.32196091421000333,17.635893267393264
17201,3,57220.333333333336,0.32380000000000003,0.047619047619047616,0.5372291086938191,0.3575135254499283,28.747040929074323
