county_name,state_name,population_18_24
Hertford County,North Carolina,17793
Hoke County,North Carolina,52732
Hyde County,North Carolina,3360
Iredell County,North Carolina,168855
Jackson County,North Carolina,41138
Johnston County,North Carolina,212886
Jones County,North Carolina,6981
Lee County,North Carolina,59024
Lenoir County,North Carolina,47749
Lincoln County,North Carolina,74028
McDowell County,North Carolina,36536
Macon County,North Carolina,28101
Madison County,North Carolina,17737
Martin County,North Carolina,17055
Mecklenburg County,North Carolina,1086622
Mitchell County,North Carolina,11739
Montgomery County,North Carolina,21307
Moore County,North Carolina,85956
Nash County,North Carolina,82760
New Hanover County,North Carolina,205284
Northampton County,North Carolina,12666
Onslow County,North Carolina,244876
Orange County,North Carolina,146946
Pamlico County,North Carolina,8193
Pasquotank County,North Carolina,37047
Pender County,North Carolina,54603
Perquimans County,North Carolina,9904
Person County,North Carolina,32299
Pitt County,North Carolina,176775
Polk County,North Carolina,13528
Randolph County,North Carolina,126780
Richmond County,North Carolina,38665
Robeson County,North Carolina,111709
Rockingham County,North Carolina,74605
Rowan County,North Carolina,131509
Rutherford County,North Carolina,52075
Sampson County,North Carolina,54038
Scotland County,North Carolina,31220
Stanly County,North Carolina,55532
Stokes County,North Carolina,34662
Surry County,North Carolina,60036
Swain County,North Carolina,12457
Transylvania County,North Carolina,24128
Tyrrell County,North Carolina,2542
Union County,North Carolina,236323
Vance County,North Carolina,37876
Wake County,North Carolina,1092448
Warren County,North Carolina,14492
Washington County,North Carolina,8849
Watauga County,North Carolina,58801
Wayne County,North Carolina,109510
Wilkes County,North Carolina,53881
Wilson County,North Carolina,69758
Yadkin County,North Carolina,30971
Yancey County,North Carolina,14021
Adams County,North Dakota,1757
Barnes County,North Dakota,9503
Benson County,North Dakota,6274
Billings County,North Dakota,740
Bottineau County,North Dakota,5352
Bowman County,North Dakota,2546
Burke County,North Dakota,1902
Burleigh County,North Dakota,93340
Cass County,North Dakota,197032
Cavalier County,North Dakota,3040
Dickey County,North Dakota,4746
Divide County,North Dakota,1746
Dunn County,North Dakota,3454
Eddy County,North Dakota,1747
Emmons County,North Dakota,2443
Foster County,North Dakota,2805
Golden Valley County,North Dakota,1306
Grand Forks County,North Dakota,78760
Grant County,North Dakota,1764
Griggs County,North Dakota,1825
Hettinger County,North Dakota,2056
Kidder County,North Dakota,1989
LaMoure County,North Dakota,3433
Logan County,North Dakota,1493
McHenry County,North Dakota,4484
McIntosh County,North Dakota,1892
McKenzie County,North Dakota,14933
McLean County,North Dakota,7774
Mercer County,North Dakota,7063
Morton County,North Dakota,30936
Mountrail County,North Dakota,9442
Nelson County,North Dakota,2336
Oliver County,North Dakota,1497
Pembina County,North Dakota,5553
Pierce County,North Dakota,3324
Ramsey County,North Dakota,10146
Ransom County,North Dakota,5085
Renville County,North Dakota,2004
Richland County,North Dakota,15864
Rolette County,North Dakota,12906
Sargent County,North Dakota,3084
Sheridan County,North Dakota,994
Sioux County,North Dakota,4254
Slope County,North Dakota,586
Stark County,North Dakota,33198
Steele County,North Dakota,1471
Stutsman County,North Dakota,19150
Towner County,North Dakota,1710
Traill County,North Dakota,7279
Walsh County,North Dakota,9083
Ward County,North Dakota,70812
Wells County,North Dakota,3340
Williams County,North Dakota,41485
Adams County,Ohio,24222
Allen County,Ohio,93466
Ashland County,Ohio,46904
Ashtabula County,Ohio,82884
Athens County,Ohio,65642
Auglaize County,Ohio,41624
Belmont County,Ohio,53806
Brown County,Ohio,37848
Butler County,Ohio,378721
Carroll County,Ohio,21753
Champaign County,Ohio,33377
Clark County,Ohio,119352
Clermont County,Ohio,184321
Clinton County,Ohio,38281
Columbiana County,Ohio,82877
Coshocton County,Ohio,32403
Crawford County,Ohio,35648
Cuyahoga County,Ohio,1088769
Darke County,Ohio,45804
Defiance County,Ohio,33939
Delaware County,Ohio,207018
Erie County,Ohio,61153
Fairfield County,Ohio,148433
Fayette County,Ohio,26040
Franklin County,Ohio,1283943
Fulton County,Ohio,37430
Gallia County,Ohio,26163
Geauga County,Ohio,81144
Greene County,Ohio,155097
Guernsey County,Ohio,32700
Hamilton County,Ohio,774107
Hancock County,Ohio,67632
Hardin County,Ohio,30837
Harrison County,Ohio,11546
Henry County,Ohio,24443
Highland County,Ohio,38654
Hocking County,Ohio,23312
Holmes County,Ohio,46525
Huron County,Ohio,52476
Jackson County,Ohio,28778
Jefferson County,Ohio,54183
Knox County,Ohio,58263
Lake County,Ohio,191310
Lawrence County,Ohio,49386
Licking County,Ohio,162772
Logan County,Ohio,39999
Lorain County,Ohio,272515
Lucas County,Ohio,391404
Madison County,Ohio,37642
Mahoning County,Ohio,190851
Marion County,Ohio,56443
Medina County,Ohio,155696
Meigs County,Ohio,18272
Mercer County,Ohio,39089
Miami County,Ohio,96186
Monroe County,Ohio,10887
Montgomery County,Ohio,485343
Morgan County,Ohio,11396
Morrow County,Ohio,29686
Muskingum County,Ohio,76611
Noble County,Ohio,10453
Ottawa County,Ohio,29420
Paulding County,Ohio,16564
Perry County,Ohio,31094
Pickaway County,Ohio,53226
Pike County,Ohio,24237
Portage County,Ohio,149630
Preble County,Ohio,35015
Putnam County,Ohio,31374
Richland County,Ohio,109988
Ross County,Ohio,65870
Sandusky County,Ohio,50339
Scioto County,Ohio,64763
Seneca County,Ohio,50153
Shelby County,Ohio,43588
Stark County,Ohio,324323
Summit County,Ohio,464250
Trumbull County,Ohio,167501
Tuscarawas County,Ohio,81102
Union County,Ohio,61178
Van Wert County,Ohio,25415
Vinton County,Ohio,10522
Warren County,Ohio,225023
Washington County,Ohio,49332
Wayne County,Ohio,109027
Williams County,Ohio,32016
Wood County,Ohio,131271
Wyandot County,Ohio,19025
Adair County,Oklahoma,18473
Alfalfa County,Oklahoma,4429
Atoka County,Oklahoma,12705
Beaver County,Oklahoma,4640
Beckham County,Oklahoma,21048
Blaine County,Oklahoma,7488
Bryan County,Oklahoma,44413
Caddo County,Oklahoma,25166
Canadian County,Oklahoma,159108
Carter County,Oklahoma,45115
Cherokee County,Oklahoma,46488
Choctaw County,Oklahoma,12601
Cimarron County,Oklahoma,1914
Cleveland County,Oklahoma,300665
Coal County,Oklahoma,4713
Comanche County,Oklahoma,122981
Cotton County,Oklahoma,4629
Craig County,Oklahoma,12579
Creek County,Oklahoma,64977
Custer County,Oklahoma,30806
Delaware County,Oklahoma,32311
Dewey County,Oklahoma,4252
Ellis County,Oklahoma,3258
Garfield County,Oklahoma,61524
Garvin County,Oklahoma,23815
Grady County,Oklahoma,51601
Grant County,Oklahoma,3632
Greer County,Oklahoma,4894
Harmon County,Oklahoma,2194
Harper County,Oklahoma,2887
Haskell County,Oklahoma,10283
Hughes County,Oklahoma,11982
Jackson County,Oklahoma,24350
Jefferson County,Oklahoma,4789
Johnston County,Oklahoma,9534
Kay County,Oklahoma,41172
Kingfisher County,Oklahoma,14997
Kiowa County,Oklahoma,7244
Latimer County,Oklahoma,8347
Le Flore County,Oklahoma,44908
Lincoln County,Oklahoma,29988
Logan County,Oklahoma,46904
Love County,Oklahoma,9382
McClain County,Oklahoma,41223
McCurtain County,Oklahoma,28629
McIntosh County,Oklahoma,15081
Major County,Oklahoma,6975
Marshall County,Oklahoma,13525
Mayes County,Oklahoma,35088
Murray County,Oklahoma,12171
Muskogee County,Oklahoma,62435
Noble County,Oklahoma,9507
Nowata County,Oklahoma,8041
Okfuskee County,Oklahoma,9930
Oklahoma County,Oklahoma,788227
Okmulgee County,Oklahoma,34054
Osage County,Oklahoma,38841
Ottawa County,Oklahoma,28874
Pawnee County,Oklahoma,13700
Payne County,Oklahoma,96095
Pittsburg County,Oklahoma,38821
Pontotoc County,Oklahoma,36469
Pottawatomie County,Oklahoma,68130
Pushmataha County,Oklahoma,9042
Roger Mills County,Oklahoma,3039
Rogers County,Oklahoma,88536
Seminole County,Oklahoma,22069
Sequoyah County,Oklahoma,35330
Stephens County,Oklahoma,38080
Texas County,Oklahoma,21818
Tillman County,Oklahoma,6423
Tulsa County,Oklahoma,654642
Wagoner County,Oklahoma,77013
Washington County,Oklahoma,48794
Washita County,Oklahoma,9651
Woods County,Oklahoma,9122
Woodward County,Oklahoma,19380
Baker County,Oregon,13132
Benton County,Oregon,99672
Clackamas County,Oregon,362550
Clatsop County,Oregon,31761
Columbia County,Oregon,44101
Coos County,Oregon,48934
Crook County,Oregon,19246
Curry County,Oregon,14098
Deschutes County,Oregon,166283
Douglas County,Oregon,88159
Gilliam County,Oregon,1602
Grant County,Oregon,5178
Harney County,Oregon,5881
Hood River County,Oregon,21420
Jackson County,Oregon,187677
Jefferson County,Oregon,21517
Josephine County,Oregon,68149
Klamath County,Oregon,59104
Lake County,Oregon,6614
Lane County,Oregon,341841
Lincoln County,Oregon,34813
Linn County,Oregon,114616
Malheur County,Oregon,30817
Marion County,Oregon,329204
Morrow County,Oregon,12429
Multnomah County,Oregon,705544
Polk County,Oregon,85140
Sherman County,Oregon,1471
Tillamook County,Oregon,20041
Umatilla County,Oregon,77226
Union County,Oregon,24723
Wallowa County,Oregon,5634
Wasco County,Oregon,23091
Washington County,Oregon,556820
Wheeler County,Oregon,905
Yamhill County,Oregon,99122
Adams County,Pennsylvania,88962
Allegheny County,Pennsylvania,1062353
Armstrong County,Pennsylvania,50889
Beaver County,Pennsylvania,135101
Bedford County,Pennsylvania,37250
Berks County,Pennsylvania,389215
Blair County,Pennsylvania,102934
Bradford County,Pennsylvania,50163
Bucks County,Pennsylvania,535546
Butler County,Pennsylvania,163482
Cambria County,Pennsylvania,108115
Cameron County,Pennsylvania,3074
Carbon County,Pennsylvania,51022
Centre County,Pennsylvania,163735
Chester County,Pennsylvania,485400
Clarion County,Pennsylvania,33167
Clearfield County,Pennsylvania,62503
Clinton County,Pennsylvania,34924
Columbia County,Pennsylvania,59192
Crawford County,Pennsylvania,69741
Cumberland County,Pennsylvania,236949
Dauphin County,Pennsylvania,256015
Delaware County,Pennsylvania,527888
Elk County,Pennsylvania,23634
Erie County,Pennsylvania,239791
Fayette County,Pennsylvania,101262
Forest County,Pennsylvania,4360
Franklin County,Pennsylvania,134945
Fulton County,Pennsylvania,11603
Greene County,Pennsylvania,29408
Huntingdon County,Pennsylvania,36362
Indiana County,Pennsylvania,78098
Jefferson County,Pennsylvania,36832
Juniata County,Pennsylvania,20145
Lackawanna County,Pennsylvania,187036
Lancaster County,Pennsylvania,508639
Lawrence County,Pennsylvania,70382
Lebanon County,Pennsylvania,128171
Lehigh County,Pennsylvania,341915
Luzerne County,Pennsylvania,278381
Lycoming County,Pennsylvania,98522
McKean County,Pennsylvania,33786
Mercer County,Pennsylvania,90877
Mifflin County,Pennsylvania,38579
Monroe County,Pennsylvania,139316
Montgomery County,Pennsylvania,756867
Montour County,Pennsylvania,15093
Northampton County,Pennsylvania,276239
Northumberland County,Pennsylvania,73772
Perry County,Pennsylvania,37430
Philadelphia County,Pennsylvania,1501808
Pike County,Pennsylvania,44437
Potter County,Pennsylvania,12735
Schuylkill County,Pennsylvania,118725
Snyder County,Pennsylvania,36272
Somerset County,Pennsylvania,57265
Sullivan County,Pennsylvania,3499
Susquehanna County,Pennsylvania,29012
Tioga County,Pennsylvania,33958
Union County,Pennsylvania,39065
Venango County,Pennsylvania,38456
Warren County,Pennsylvania,29590
Washington County,Pennsylvania,171746
Wayne County,Pennsylvania,37409
Westmoreland County,Pennsylvania,276442
Wyoming County,Pennsylvania,21161
York County,Pennsylvania,402096
Bristol County,Rhode Island,43745
Kent County,Rhode Island,137398
Newport County,Rhode Island,66630
Providence County,Rhode Island,600436
Washington County,Rhode Island,109082
Abbeville County,South Carolina,20372
Aiken County,South Carolina,147076
Allendale County,South Carolina,6493
Anderson County,South Carolina,185017
Bamberg County,South Carolina,11803
Barnwell County,South Carolina,18337
Beaufort County,South Carolina,154158
Berkeley County,South Carolina,225597
Calhoun County,South Carolina,10591
Charleston County,South Carolina,362052
Cherokee County,South Carolina,50189
Chester County,South Carolina,27809
Chesterfield County,South Carolina,36822
Clarendon County,South Carolina,24805
Colleton County,South Carolina,33466
Darlington County,South Carolina,55248
Dillon County,South Carolina,25737
Dorchester County,South Carolina,152775
Edgefield County,South Carolina,21828
Fairfield County,South Carolina,16262
Florence County,South Carolina,125336
Georgetown County,South Carolina,46141
Greenville County,South Carolina,492252
Greenwood County,South Carolina,63895
Hampton County,South Carolina,16113
Horry County,South Carolina,274143
Jasper County,South Carolina,24114
Kershaw County,South Carolina,58399
Lancaster County,South Carolina,84082
Laurens County,South Carolina,59049
Lee County,South Carolina,13730
Lexington County,South Carolina,269621
McCormick County,South Carolina,5643
Marion County,South Carolina,24887
Marlboro County,South Carolina,22245
Newberry County,South Carolina,33451
Oconee County,South Carolina,62526
Orangeburg County,South Carolina,75007
Pickens County,South Carolina,130953
Richland County,South Carolina,422031
Saluda County,South Carolina,16023
Spartanburg County,South Carolina,312974
Sumter County,South Carolina,98901
Union County,South Carolina,22147
Williamsburg County,South Carolina,24724
York County,South Carolina,265463
Aurora County,South Dakota,2376
Beadle County,South Dakota,18353
Bennett County,South Dakota,3893
Bon Homme County,South Dakota,5959
Brookings County,South Dakota,40434
Brown County,South Dakota,36211
Brule County,South Dakota,4724
Buffalo County,South Dakota,2027
Butte County,South Dakota,9288
Campbell County,South Dakota,1055
Charles Mix County,South Dakota,9231
Clark County,South Dakota,3580
Clay County,South Dakota,18715
Codington County,South Dakota,26290
Corson County,South Dakota,4196
Custer County,South Dakota,5010
Davison County,South Dakota,18283
Day County,South Dakota,4677
Deuel County,South Dakota,3880
Dewey County,South Dakota,5927
Douglas County,South Dakota,2477
Edmunds County,South Dakota,3261
Fall River County,South Dakota,4791
Faulk County,South Dakota,2003
Grant County,South Dakota,6450
Gregory County,South Dakota,3434
Haakon County,South Dakota,1419
Hamlin County,South Dakota,6614
Hand County,South Dakota,2765
Hanson County,South Dakota,3332
Harding County,South Dakota,789
Hughes County,South Dakota,15901
Hutchinson County,South Dakota,6694
Hyde County,South Dakota,951
Jackson County,South Dakota,3085
Jerauld County,South Dakota,1461
Jones County,South Dakota,943
Kingsbury County,South Dakota,4557
Lake County,South Dakota,9515
Lawrence County,South Dakota,22506
Lincoln County,South Dakota,67387
Lyman County,South Dakota,3648
McCook County,South Dakota,5366
McPherson County,South Dakota,1884
Marshall County,South Dakota,3803
Meade County,South Dakota,28625
Mellette County,South Dakota,2078
Miner County,South Dakota,1802
Minnehaha County,South Dakota,194268
Moody County,South Dakota,5799
Oglala Lakota County,South Dakota,16334
Pennington County,South Dakota,98305
Perkins County,South Dakota,2608
Potter County,South Dakota,2060
Roberts County,South Dakota,9590
Sanborn County,South Dakota,2165
Spink County,South Dakota,5230
Stanley County,South Dakota,2573
Sully County,South Dakota,1074
Todd County,South Dakota,11256
Tripp County,South Dakota,4457
Turner County,South Dakota,7954
Union County,South Dakota,15354
Walworth County,South Dakota,4404
Yankton County,South Dakota,20484
Ziebach County,South Dakota,2399
Anderson County,Tennessee,66480
Bedford County,Tennessee,48649
Benton County,Tennessee,12777
Bledsoe County,Tennessee,11172
Blount County,Tennessee,112599
Bradley County,Tennessee,98556
Campbell County,Tennessee,32280
Cannon County,Tennessee,12694
Carroll County,Tennessee,25200
Carter County,Tennessee,44967
Cheatham County,Tennessee,35183
Chester County,Tennessee,16618
Claiborne County,Tennessee,26625
Clay County,Tennessee,5919
Cocke County,Tennessee,28789
Coffee County,Tennessee,53397
Crockett County,Tennessee,12540
Cumberland County,Tennessee,43548
Davidson County,Tennessee,673014
Decatur County,Tennessee,9221
DeKalb County,Tennessee,17049
Dickson County,Tennessee,48972
Dyer County,Tennessee,32783
Fayette County,Tennessee,32184
Fentress County,Tennessee,14986
Franklin County,Tennessee,37686
Gibson County,Tennessee,46529
Giles County,Tennessee,25348
Grainger County,Tennessee,18755
Greene County,Tennessee,58447
Grundy County,Tennessee,11257
Hamblen County,Tennessee,58057
Hamilton County,Tennessee,327024
Hancock County,Tennessee,5663
Hardeman County,Tennessee,22046
Hardin County,Tennessee,21840
Hawkins County,Tennessee,45285
Haywood County,Tennessee,15212
Henderson County,Tennessee,24503
Henry County,Tennessee,26007
Hickman County,Tennessee,21530
Houston County,Tennessee,6997
Humphreys County,Tennessee,16021
Jackson County,Tennessee,8833
Jefferson County,Tennessee,45651
Johnson County,Tennessee,13835
Knox County,Tennessee,458695
Lake County,Tennessee,5280
Lauderdale County,Tennessee,23051
Lawrence County,Tennessee,41289
Lewis County,Tennessee,10796
Lincoln County,Tennessee,30351
Loudon County,Tennessee,43060
McMinn County,Tennessee,45746
McNairy County,Tennessee,22078
Macon County,Tennessee,23920
Madison County,Tennessee,90604
Marion County,Tennessee,23810
Marshall County,Tennessee,31813
Maury County,Tennessee,94169
Meigs County,Tennessee,10320
Monroe County,Tennessee,38266
Montgomery County,Tennessee,239860
Moore County,Tennessee,5332
Morgan County,Tennessee,17313
Obion County,Tennessee,26239
Overton County,Tennessee,19306
Perry County,Tennessee,7508
Pickett County,Tennessee,3661
Polk County,Tennessee,13759
Putnam County,Tennessee,79432
Rhea County,Tennessee,28804
Roane County,Tennessee,41622
Robertson County,Tennessee,66921
Rutherford County,Tennessee,359429
Scott County,Tennessee,19577
Sequatchie County,Tennessee,13459
Sevier County,Tennessee,81212
Shelby County,Tennessee,886140
Smith County,Tennessee,17346
Stewart County,Tennessee,11333
Sullivan County,Tennessee,128758
Sumner County,Tennessee,179677
Tipton County,Tennessee,56432
Trousdale County,Tennessee,10877
Unicoi County,Tennessee,13944
Union County,Tennessee,17009
Van Buren County,Tennessee,4930
Warren County,Tennessee,37409
Washington County,Tennessee,120950
Wayne County,Tennessee,13048
Weakley County,Tennessee,31682
White County,Tennessee,23194
Williamson County,Tennessee,240819
Wilson County,Tennessee,137837
Anderson County,Texas,50944
Andrews County,Texas,19976
Angelina County,Texas,82837
Aransas County,Texas,17348
Archer County,Texas,7540
Armstrong County,Texas,1615
Atascosa County,Texas,49376
Austin County,Texas,26719
Bailey County,Texas,7794
Bandera County,Texas,14205
Bastrop County,Texas,96915
Baylor County,Texas,2862
Bee County,Texas,30205
Bell County,Texas,400314
Bexar County,Texas,2042858
Blanco County,Texas,8560
Borden County,Texas,743
Bosque County,Texas,15053
Bowie County,Texas,85939
Brazoria County,Texas,372868
Brazos County,Texas,285597
Brewster County,Texas,7741
Briscoe County,Texas,896
Brooks County,Texas,6199
Brown County,Texas,33768
Burleson County,Texas,15035
Burnet County,Texas,41622
Caldwell County,Texas,44614
Calhoun County,Texas,17950
Callahan County,Texas,11978
Cameron County,Texas,447904
Camp County,Texas,11872
Carson County,Texas,5235
Cass County,Texas,24003
Castro County,Texas,7389
Chambers County,Texas,49482
Cherokee County,Texas,47725
Childress County,Texas,6391
Clay County,Texas,8127
Cochran County,Texas,2514
Coke County,Texas,2684
Coleman County,Texas,6164
Collin County,Texas,1087756
Collingsworth County,Texas,2593
Colorado County,Texas,18011
Comal County,Texas,149917
Comanche County,Texas,11710
Concho County,Texas,2532
Cooke County,Texas,38197
Coryell County,Texas,87937
Cottle County,Texas,1053
Crane County,Texas,4588
Crockett County,Texas,2221
Crosby County,Texas,4923
Culberson County,Texas,1532
Dallam County,Texas,7436
Dallas County,Texas,2602322
Dawson County,Texas,12324
Deaf Smith County,Texas,19827
Delta County,Texas,4593
Denton County,Texas,910404
DeWitt County,Texas,17135
Dickens County,Texas,1333
Dimmit County,Texas,9024
Donley County,Texas,2866
Duval County,Texas,9480
Eastland County,Texas,15804
Ector County,Texas,175802
Edwards County,Texas,1353
Ellis County,Texas,200636
El Paso County,Texas,896697
Erath County,Texas,45815
Falls County,Texas,14315
Fannin County,Texas,32179
Fayette County,Texas,19457
Fisher County,Texas,2937
Floyd County,Texas,4955
Foard County,Texas,1127
Fort Bend County,Texas,845041
Franklin County,Texas,8908
Freestone County,Texas,17626
Frio County,Texas,19582
Gaines County,Texas,24858
Galveston County,Texas,328302
Garza County,Texas,5097
Gillespie County,Texas,21077
Glasscock County,Texas,965
Goliad County,Texas,5709
Gonzales County,Texas,18271
Gray County,Texas,20260
Grayson County,Texas,127713
Gregg County,Texas,122282
Grimes County,Texas,26790
Guadalupe County,Texas,170048
Hale County,Texas,33594
Hall County,Texas,2298
Hamilton County,Texas,7211
Hansford County,Texas,5290
Hardeman County,Texas,2878
Hardin County,Texas,52795
Harris County,Texas,4783135
Harrison County,Texas,66078
Hartley County,Texas,4494
Haskell County,Texas,4519
Hays County,Texas,268394
Hemphill County,Texas,3136
Henderson County,Texas,70491
Hidalgo County,Texas,979181
Hill County,Texas,32457
Hockley County,Texas,21362
Hood County,Texas,51942
Hopkins County,Texas,34035
Houston County,Texas,17954
Howard County,Texas,31209
Hudspeth County,Texas,3519
Hunt County,Texas,99553
Hutchinson County,Texas,19860
Irion County,Texas,1108
Jack County,Texas,8051
Jackson County,Texas,13405
Jasper County,Texas,28466
Jeff Davis County,Texas,818
Jefferson County,Texas,240947
Jim Hogg County,Texas,5084
Jim Wells County,Texas,38990
Johnson County,Texas,183550
Jones County,Texas,17558
Karnes County,Texas,14092
Kaufman County,Texas,165377
Kendall County,Texas,41422
Kenedy County,Texas,30
Kent County,Texas,502
Kerr County,Texas,41978
Kimble County,Texas,3241
King County,Texas,121
Kinney County,Texas,2141
Kleberg County,Texas,34394
Knox County,Texas,2994
Lamar County,Texas,45249
Lamb County,Texas,12929
Lampasas County,Texas,18828
La Salle County,Texas,7436
Lavaca County,Texas,17892
Lee County,Texas,14907
Leon County,Texas,13635
Liberty County,Texas,100785
Limestone County,Texas,18910
Lipscomb County,Texas,2957
Live Oak County,Texas,9804
Llano County,Texas,14293
Loving County,Texas,29
Lubbock County,Texas,338915
Lynn County,Texas,5602
McCulloch County,Texas,6188
McLennan County,Texas,271873
McMullen County,Texas,689
Madison County,Texas,13239
Marion County,Texas,7319
Martin County,Texas,5385
Mason County,Texas,3302
Matagorda County,Texas,33529
Maverick County,Texas,62744
Medina County,Texas,47558
Menard County,Texas,1504
Midland County,Texas,180651
Milam County,Texas,21953
Mills County,Texas,3278
Mitchell County,Texas,8458
Montague County,Texas,17726
Montgomery County,Texas,632073
Moore County,Texas,22925
Morris County,Texas,10624
Motley County,Texas,917
Nacogdoches County,Texas,69412
Navarro County,Texas,52355
Newton County,Texas,9885
Nolan County,Texas,13755
Nueces County,Texas,338830
Ochiltree County,Texas,10380
Oldham County,Texas,2578
Orange County,Texas,80020
Palo Pinto County,Texas,25397
Panola County,Texas,20128
Parker County,Texas,144740
Parmer County,Texas,9895
Pecos County,Texas,14089
Polk County,Texas,41607
Potter County,Texas,117218
Presidio County,Texas,5630
Rains County,Texas,9664
Randall County,Texas,139588
Reagan County,Texas,3840
Real County,Texas,2374
Red River County,Texas,8669
Reeves County,Texas,13698
Refugio County,Texas,5793
Roberts County,Texas,762
Robertson County,Texas,15058
Rockwall County,Texas,114161
Runnels County,Texas,8695
Rusk County,Texas,48174
Sabine County,Texas,6967
San Augustine County,Texas,6139
San Jacinto County,Texas,23347
San Patricio County,Texas,67409
San Saba County,Texas,5140
Schleicher County,Texas,2056
Scurry County,Texas,16366
Shackelford County,Texas,2774
Shelby County,Texas,22286
Sherman County,Texas,2407
Smith County,Texas,227940
Somervell County,Texas,8177
Starr County,Texas,73720
Stephens County,Texas,8482
Sterling County,Texas,1518
Stonewall County,Texas,1165
Sutton County,Texas,2987
Swisher County,Texas,6763
Tarrant County,Texas,2123713
Taylor County,Texas,151587
Terrell County,Texas,490
Terry County,Texas,11899
Throckmorton County,Texas,1275
Titus County,Texas,31521
Tom Green County,Texas,117426
Travis County,Texas,1242265
Trinity County,Texas,10756
Tyler County,Texas,16795
Upshur County,Texas,37789
Upton County,Texas,2965
Uvalde County,Texas,25588
Val Verde County,Texas,50172
Van Zandt County,Texas,53221
Victoria County,Texas,87717
Walker County,Texas,75510
Waller County,Texas,65396
Ward County,Texas,11588
Washington County,Texas,32348
Webb County,Texas,299019
Wharton County,Texas,39539
Wheeler County,Texas,4461
Wichita County,Texas,128607
Wilbarger County,Texas,11431
Willacy County,Texas,20806
Williamson County,Texas,621266
Wilson County,Texas,45948
Winkler County,Texas,7767
Wise County,Texas,66202
Wood County,Texas,36151
Yoakum County,Texas,7756
Young County,Texas,15876
Zapata County,Texas,15412
Zavala County,Texas,10147
Beaver County,Utah,7578
Box Elder County,Utah,64189
Cache County,Utah,167550
Carbon County,Utah,19360
Daggett County,Utah,630
Davis County,Utah,401694
Duchesne County,Utah,21288
Emery County,Utah,9733
Garfield County,Utah,4536
Grand County,Utah,8522
Iron County,Utah,67552
Juab County,Utah,13756
Kane County,Utah,6606
Millard County,Utah,14028
Morgan County,Utah,14099
Piute County,Utah,1526
Rich County,Utah,2531
Salt Lake County,Utah,1218763
San Juan County,Utah,14987
Sanpete County,Utah,30948
Sevier County,Utah,22025
Summit County,Utah,38275
Tooele County,Utah,84921
Uintah County,Utah,39673
Utah County,Utah,846787
Wasatch County,Utah,37122
Washington County,Utah,180983
Wayne County,Utah,2123
Weber County,Utah,275328
Addison County,Vermont,31839
Bennington County,Vermont,30161
Caledonia County,Vermont,24665
Chittenden County,Vermont,160454
Essex County,Vermont,4204
Franklin County,Vermont,43613
Grand Isle County,Vermont,5307
Lamoille County,Vermont,22326
Orange County,Vermont,22772
Orleans County,Vermont,21870
Rutland County,Vermont,46538
Washington County,Vermont,49198
Windham County,Vermont,35386
Windsor County,Vermont,43940
Accomack County,Virginia,25879
Albemarle County,Virginia,103743
Alleghany County,Virginia,11561
Amelia County,Virginia,10724
Amherst County,Virginia,26234
Appomattox County,Virginia,13669
Arlington County,Virginia,216447
Augusta County,Virginia,62583
Bath County,Virginia,2755
Bedford County,Virginia,63258
Bland County,Virginia,4405
Botetourt County,Virginia,26135
Brunswick County,Virginia,12469
Buchanan County,Virginia,14912
Buckingham County,Virginia,13464
Campbell County,Virginia,46312
Caroline County,Virginia,27824
Carroll County,Virginia,21795
Charles City County,Virginia,4412
Charlotte County,Virginia,9589
Chesterfield County,Virginia,342370
Clarke County,Virginia,11768
Craig County,Virginia,3935
Culpeper County,Virginia,49357
Cumberland County,Virginia,7913
Dickenson County,Virginia,10992
Dinwiddie County,Virginia,23114
Essex County,Virginia,8142
Fairfax County,Virginia,1049240
Fauquier County,Virginia,65601
Floyd County,Virginia,12058
Fluvanna County,Virginia,22529
Franklin County,Virginia,42749
Frederick County,Virginia,82559
Giles County,Virginia,13142
Gloucester County,Virginia,31695
Goochland County,Virginia,18877
Grayson County,Virginia,11153
Greene County,Virginia,17867
Greensville County,Virginia,9308
Halifax County,Virginia,27287
Hanover County,Virginia,96993
Henrico County,Virginia,301641
Henry County,Virginia,39867
Highland County,Virginia,1621
Isle of Wight County,Virginia,32593
James City County,Virginia,63851
King and Queen County,Virginia,4526
King George County,Virginia,25591
King William County,Virginia,16049
Lancaster County,Virginia,6823
Lee County,Virginia,17356
Loudoun County,Virginia,421077
Louisa County,Virginia,30963
Lunenburg County,Virginia,9587
Madison County,Virginia,10776
Mathews County,Virginia,6003
Mecklenburg County,Virginia,23081
Middlesex County,Virginia,7205
Montgomery County,Virginia,110665
Nelson County,Virginia,10439
New Kent County,Virginia,19201
Northampton County,Virginia,9171
Northumberland County,Virginia,8154
Nottoway County,Virginia,13314
Orange County,Virginia,30932
Page County,Virginia,19019
Patrick County,Virginia,12047
Pittsylvania County,Virginia,46120
Powhatan County,Virginia,23609
Prince Edward County,Virginia,23486
Prince George County,Virginia,44281
Prince William County,Virginia,479840
Pulaski County,Virginia,25510
Rappahannock County,Virginia,5467
Richmond County,Virginia,6812
Roanoke County,Virginia,80701
Rockbridge County,Virginia,17099
Rockingham County,Virginia,76055
Russell County,Virginia,19678
Scott County,Virginia,16762
Shenandoah County,Virginia,37601
Smyth County,Virginia,23698
Southampton County,Virginia,13884
